current_kf,historical_kf,current_submap,historical_submap,overlap,loop_rmse,frontend_world_x,frontend_world_y,frontend_world_z,loop_world_x,loop_world_y,loop_world_z,world_error_dx,world_error_dy,world_error_dz,world_error_norm,frontend_rel_tx,frontend_rel_ty,frontend_rel_tz,frontend_rel_roll_deg,frontend_rel_pitch_deg,frontend_rel_yaw_deg,loop_rel_tx,loop_rel_ty,loop_rel_tz,loop_rel_roll_deg,loop_rel_pitch_deg,loop_rel_yaw_deg,relative_error_tx,relative_error_ty,relative_error_tz,relative_error_roll_deg,relative_error_pitch_deg,relative_error_yaw_deg,relative_translation_norm,relative_rotation_deg,graph_correction_translation,graph_correction_rotation_deg,graph_gate_pass
224,40,21,3,0.694596711,0.552720461,50.346478400,-56.196999940,1.186457042,18.659144353,0.440051491,0.013828300,31.687334048,-56.637051431,1.172628742,64.909304356,12.431709799,-63.701497482,1.241167427,1.928337788,1.373305020,172.511982694,-3.742145967,-0.854289014,-0.119923841,-3.017491446,2.268461064,-14.506786840,31.322767581,-56.850511352,-0.390191884,-0.796018396,3.989046954,-173.168526533,64.909542131,173.145094111,64.909304356,173.145094111,0
225,40,22,3,0.656716418,0.545565500,49.765203555,-56.205411834,1.190540477,18.758149128,-0.004860408,0.113678297,31.007054427,-56.200551426,1.076862179,64.195786754,11.867585719,-63.561507530,1.229560722,2.013676931,1.530798560,169.190021190,-3.762621285,-1.310181224,-0.022652986,-1.500667632,4.074814441,-10.663187520,26.722156604,-58.347081448,1.631562727,0.495336720,5.599767904,179.705341999,64.195931055,179.681496733,64.195786754,179.681496733,0
226,41,22,3,0.647321429,0.588120335,49.160625881,-56.262750846,1.200351783,19.153774278,0.506476697,-0.077540075,30.006851603,-56.769227543,1.277891858,64.224522938,16.796479963,-62.058161749,0.846460617,1.963388881,2.063161042,176.916091105,-3.707774695,-1.204069857,-0.223299829,0.746558118,0.213058420,-10.982046983,31.717456641,-55.813399194,1.915114544,2.732706331,2.171410003,-172.072086080,64.224607816,172.127512676,64.224522938,172.127512676,0
227,39,22,3,0.684547638,0.584547624,48.551547625,-56.345929060,1.224739198,18.807658305,-0.443819746,0.032680360,29.743889319,-55.902109315,1.192058838,63.333764944,13.572161418,-62.917210476,1.991655293,2.956885485,1.532383321,176.298562667,-3.177186600,-1.872897139,-0.061861721,-4.056685616,3.202325052,-5.873828408,22.758159052,-59.097566202,-0.852837605,-0.989847077,4.874666776,-178.161827554,63.333904557,178.121441808,63.333764944,178.121441808,0
228,41,22,3,0.602716469,0.573174019,48.030619114,-56.436787650,1.229299975,19.153379388,0.407079949,0.007143591,28.877239725,-56.843867600,1.222156383,63.770008029,15.652829985,-62.049361547,0.841039706,1.299313504,1.527792929,-178.456667133,-3.726590063,-1.303262006,-0.140486229,1.742873693,1.704635469,-9.160941609,28.761617704,-56.803740743,3.567243489,3.331043650,2.877221509,-169.191731356,63.770062267,169.283318787,63.770008029,169.283318787,0
229,39,22,3,0.580824089,0.608967611,47.652424245,-56.435673148,1.239326672,18.760001135,-0.006415496,-0.062292945,28.892423109,-56.429257652,1.301619617,63.409206319,12.675112124,-62.807972655,1.983953994,2.276467898,1.556871446,172.589371016,-3.125661329,-1.436390595,-0.158922502,0.328578887,2.641823012,-14.127494858,30.171588606,-55.637676946,3.856477766,2.913383448,4.141919512,-173.243905183,63.409370567,173.355761213,63.409206319,173.355761213,0
230,35,22,3,0.594533030,0.600931589,47.044783178,-56.507929461,1.247213129,18.234272893,-0.592448476,-0.063297986,28.810510286,-55.915480984,1.310511116,62.915053493,18.786413092,-61.774098167,1.688554229,2.605648866,1.973986732,179.834951545,-1.208044983,-2.148511329,-0.132158939,-1.695222359,3.554737895,-3.470572160,23.409020608,-58.377324049,1.552141696,1.110906239,5.618470184,-176.846099386,62.915048699,176.904490381,62.915053493,176.904490381,0
231,35,22,3,0.558194774,0.614392496,46.451835113,-56.597542974,1.251955111,19.563112708,-0.187922306,0.195436315,26.888722405,-56.409620668,1.056518796,62.499319424,18.186781550,-61.773085210,1.679528451,2.751867261,1.820172460,-178.636801714,0.160363754,-1.949195178,0.157894013,0.221348000,8.589241489,-13.897976620,31.283535884,-53.718369026,6.471668016,5.256971992,10.043721004,-164.462765247,62.499642200,164.998882908,62.499319424,164.998882908,0
232,35,22,3,0.599697885,0.540672660,45.840260006,-56.662218600,1.252588911,19.678751690,2.726149120,0.209401416,26.161508316,-59.388367719,1.043187495,64.903705425,17.572603605,-61.744609674,1.666036027,2.636012233,1.696457195,-179.853688323,0.714576066,0.913956932,0.182150489,3.872609889,4.263397605,-24.556870630,41.149208424,-49.563222320,7.921121720,7.947702269,3.933396333,-154.891551476,64.903886863,155.240263521,64.903705425,155.240263521,0
233,34,22,3,0.658857980,0.573529462,45.237761640,-56.718268656,1.250465993,19.291125872,-0.703123755,0.055237961,25.946635769,-56.015144901,1.195228033,61.744254275,20.908344561,-60.655741917,1.720106022,2.444767254,3.215251328,-179.222539706,0.541533701,-2.392228227,0.014549237,-1.172361752,5.040874346,-1.765196156,21.916393080,-57.671089642,2.465948465,1.486868740,8.301860277,-177.605182150,61.744341992,177.719272305,61.744254275,177.719272305,0
234,40,22,3,0.594910591,0.598444760,44.639583855,-56.764350935,1.249315075,19.241440246,-0.876111039,-0.025008828,25.398143608,-55.888239896,1.274323903,61.401831885,6.769106541,-62.795943760,1.144314742,1.763010689,2.067366018,171.391077506,-3.513305224,-2.275206167,-0.158485414,1.470620286,3.917007076,-8.724522173,19.209320061,-58.174347909,4.115550232,3.249665668,5.979372080,-179.729737057,61.401876890,179.899678609,61.401831885,179.899678609,0
235,35,23,3,0.611670020,0.576007883,44.040806765,-56.827599521,1.256891237,19.882509399,-0.113249137,0.020857075,24.158297366,-56.714350384,1.236034162,61.657673095,15.769200250,-61.636193523,1.628839216,2.236503788,1.623827374,179.597315649,0.491298154,-1.923788311,-0.009154346,1.951768204,5.015992868,-7.871432083,23.079132173,-56.899394751,5.611133431,4.838969488,6.337992226,-172.264914575,61.657702546,172.551051661,61.657673095,172.551051661,0
236,35,23,3,0.576419214,0.586909826,43.443470561,-56.921355113,1.245996144,19.854727317,1.326442799,-0.123848549,23.588743244,-58.247797912,1.369844693,62.857865410,15.164965279,-61.638625355,1.604069470,2.131689536,1.504408267,-178.552941419,0.684669835,-0.496551742,-0.150673251,6.936919508,5.136876232,-19.328626142,33.608083550,-51.938272870,11.137486214,10.455475570,3.795898448,-158.527086267,62.858023098,158.974991134,62.857865410,158.974991134,0
237,40,23,3,0.610497238,0.577044620,42.748465789,-56.959337793,1.253736332,19.915815321,-1.065351593,0.407125381,22.832650469,-55.893986201,0.846610951,60.383643240,4.891362165,-62.502544255,1.095737527,1.839376752,2.092580591,171.468692113,-2.922128419,-2.631988357,0.289342853,0.518652935,6.892559539,-5.759271997,13.585656628,-58.759721769,2.986581348,2.027244743,9.002011479,177.277395415,60.383728243,177.127130404,60.383643240,177.127130404,0
238,40,23,3,0.607012418,0.591637524,42.160954445,-57.021567914,1.262625026,18.466443438,-0.706959986,-0.040733178,23.694511007,-56.314607928,1.303358204,61.110258227,4.307367251,-62.413026795,1.088138737,1.823329767,1.730094891,173.172580300,-4.218896954,-1.914058838,-0.193015167,-0.264905207,7.023228392,-3.554605604,12.012154652,-59.866097344,2.493982155,1.151161078,8.726379944,176.649585584,61.110239875,176.571878065,61.110258227,176.571878065,0
239,46,23,4,0.549583649,0.635566566,41.554239955,-57.105585910,1.277655278,21.412576058,-0.436245103,-0.206927425,20.141663897,-56.669340807,1.484582703,60.160658223,10.365352290,-60.865081476,1.565190249,2.235607498,2.046850444,-176.113249614,-3.991348735,-2.473424873,-0.333328302,-1.143838277,3.559956610,2.384686433,11.773803460,-58.979315006,1.457652568,1.180379466,5.634533700,-178.604220891,60.160674842,178.663987861,60.160658223,178.663987861,0
240,7,23,0,0.564469914,0.548899803,41.051012064,-57.143635617,1.281693856,3.785173416,-2.629033089,0.036820780,37.265838647,-54.514602529,1.244873076,66.046455832,29.626797862,-61.815507806,1.283820617,1.882626190,1.072709648,179.008890808,-0.351133865,-2.978504809,-0.006534252,-4.981643850,-0.406060594,-5.045385910,35.044478949,-55.851661349,-3.822386052,-3.115978081,1.016841479,-176.019272178,66.046454980,175.993249760,66.046455832,175.993249760,0
241,174,23,17,0.379437870,0.596184414,40.549318358,-57.198854012,1.287269430,54.422923364,-39.429261278,0.222895018,-13.873605006,-17.769592734,1.064374412,22.569187728,13.737844624,-20.926256569,0.347672580,1.926409177,1.269597262,-90.417017056,-1.716950697,-4.497350645,-0.432446933,-18.668933859,10.137832786,-1.542007913,15.505947770,-16.306055761,-1.746350044,12.516529707,19.715463583,-88.586463833,22.569262487,93.060506129,22.569187728,93.060506129,0
242,140,23,13,0.381778742,0.622859212,40.041872086,-57.272360045,1.290375418,56.870580037,-21.550630915,-1.401504968,-16.828707951,-35.721729130,2.691880385,39.578953540,33.480063001,-21.984964882,0.781143477,1.551242930,-0.486311644,-89.133292420,0.878437542,0.331421201,-1.586659922,5.483341615,-9.321227921,0.859834401,32.220651916,-22.974919315,-0.696919223,-7.778573861,-5.962102471,-89.913985951,39.579073054,90.734601534,39.578953540,90.734601534,0
243,143,23,14,0.405139834,0.620344314,39.510409982,-57.319762776,1.290606630,56.540361660,-23.224535118,-1.463722407,-17.029951678,-34.095227658,2.754329037,38.211125757,32.815698295,-20.526272879,0.902947021,1.757479319,-0.208925032,-89.019060659,0.671078897,-0.031410949,-1.699784209,3.415110190,-8.871889780,0.494270842,31.985520039,-20.875004192,-1.116952811,-7.144711541,-3.546303584,-89.485951810,38.211083153,89.985656060,38.211125757,89.985656060,0
244,144,23,14,0.430131004,0.633444602,38.982763061,-57.333940651,1.301463254,56.607352256,-24.516743289,-1.691373984,-17.624589195,-32.817197363,2.992837238,37.370465100,31.750842398,-21.669717576,0.665643946,1.870459326,-0.116651041,-92.281526239,1.331111134,-0.121970918,-1.958517935,5.871206348,-12.360117239,2.339294996,29.392448243,-23.036064296,-1.405459094,-9.989065365,-6.955153587,-94.521769749,37.370464102,95.717482246,37.370465100,95.717482246,0
246,144,24,14,0.390194762,0.626768661,37.937336207,-57.451808672,1.313870114,56.599225119,-24.382160736,-1.557174969,-18.661888911,-33.069647936,2.871045083,38.080317912,31.738247581,-22.721608801,0.683818880,1.368727573,0.227856607,-88.844734991,1.198708455,-0.112610665,-1.822246861,7.523679079,-8.112411474,-8.936774358,33.697538153,-17.736424115,0.050797260,-7.925183734,-5.767428465,-79.991568515,38.080275713,80.884859302,38.080317912,80.884859302,0
