accepted_step,timestamp,keyframe_count,imu_valid,imu_sample_count,accel_norm_mps2,accel_norm_error_mps2,accel_std_norm_mps2,ground_valid,ground_quality,localmap_ground_valid,localmap_ground_corr,current_ground_L_x,current_ground_L_y,current_ground_L_z,current_ground_W_x,current_ground_W_y,current_ground_W_z,localmap_ground_L_x,localmap_ground_L_y,localmap_ground_L_z,localmap_ground_W_x,localmap_ground_W_y,localmap_ground_W_z,imu_up_L_x,imu_up_L_y,imu_up_L_z,imu_up_W_x,imu_up_W_y,imu_up_W_z,slam_up_L_x,slam_up_L_y,slam_up_L_z,gravity_ref_valid,gravity_ref_W_x,gravity_ref_W_y,gravity_ref_W_z,ground_to_map_deg,slam_to_imu_gravity_deg,frontend_gravity_drift_deg,ground_to_imu_gravity_deg,localmap_to_imu_gravity_deg,ground_to_slam_up_deg,localmap_to_slam_up_deg,current_ground_to_gravity_ref_deg,localmap_ground_to_gravity_ref_deg,world_roll_deg,world_pitch_deg,world_yaw_deg,world_x_m,world_y_m,world_z_m
1225,1782712730.539160013,204,0,20,9.275786715,0.530863285,3.775266165,1,0.817682404,1,117,-0.022518205,0.008410621,0.999711054,0.025808826,0.032356905,0.999143100,-0.013369481,0.007882604,0.999879554,0.019642089,0.025584578,0.999479673,0.048193306,-0.002400806,0.998835142,-0.027096160,-0.015795989,0.999508021,0.018878621,0.008721539,0.999783743,1,-0.006585694,0.007816696,0.999947763,0.525146137,nan,nan,nan,nan,2.372103340,1.848393569,2.329129326,1.815378884,0.499802791,-1.081729540,-129.006419833,60.229769801,-52.809058599,0.764701975
1226,1782712730.638823271,205,0,22,10.231460836,0.424810836,3.684737553,1,0.711853854,1,136,-0.023899374,0.009775063,0.999666578,0.030697272,0.035858628,0.998885297,0.007563184,-0.000688330,0.999971162,0.003002285,0.017650257,0.999839715,0.013479309,-0.005852151,0.999892024,-0.004716222,0.016202440,0.999857609,0.023279351,0.007884791,0.999697905,1,-0.006585694,0.007816696,0.999947763,1.899913471,nan,nan,nan,nan,2.705562620,1.025865774,2.673874088,0.786942235,0.451892416,-1.333929073,-128.270369136,60.158554973,-52.900833845,0.763104528
1227,1782712730.739165306,205,0,21,9.838384248,0.031734248,2.641875430,1,0.727554460,1,157,-0.016307161,0.007834873,0.999836332,0.026962454,0.033493760,0.999075169,-0.005262237,-0.004956664,0.999973870,0.010087556,0.032625518,0.999416738,0.030844801,-0.245856472,0.968815356,-0.202639925,0.151104301,0.967524962,0.026693596,0.007094138,0.999618490,1,-0.006585694,0.007816696,0.999947763,0.968348655,nan,nan,nan,nan,2.464348958,1.956998387,2.421258223,1.712965047,0.406612496,-1.529612082,-127.849026119,60.080605043,-52.993334680,0.768036474
1228,1782712730.839179754,205,0,22,10.578453085,0.771803085,3.290679238,1,0.826518730,1,149,-0.018111928,0.001953077,0.999834058,0.025592424,0.038256447,0.998940174,-0.002997459,-0.006837374,0.999972132,0.009227097,0.032119423,0.999441446,-0.023150273,-0.265538217,0.963822349,-0.178854787,0.210430596,0.961108698,0.027718076,0.006335434,0.999595704,1,-0.006585694,0.007816696,0.999947763,1.001850814,nan,nan,nan,nan,2.638111754,1.915096044,2.538756602,1.661560010,0.363135562,-1.588332219,-129.246632446,59.996761122,-53.059263664,0.774992581
1229,1782712730.940007448,206,0,21,8.817739825,0.988910175,3.283223115,1,0.783730316,1,106,-0.013858584,0.006156847,0.999885010,0.026377273,0.035770189,0.999011878,0.000715191,-0.002531724,0.999996539,0.010012711,0.031309322,0.999459590,-0.094618415,0.010364570,0.995459658,0.085363168,0.090849156,0.992199355,0.030211845,0.011976620,0.999471763,1,-0.006585694,0.007816696,0.999947763,0.972182181,nan,nan,nan,nan,2.547291272,1.883731026,2.477088054,1.648392604,0.686539599,-1.731274674,-133.935583745,59.879770337,-53.108470660,0.781085164
1230,1782712731.039114475,206,0,21,10.183325373,0.376675373,2.928926404,1,0.715623375,1,151,-0.018142740,0.010139137,0.999783996,0.029884689,0.036837170,0.998874331,-0.007145488,-0.002075030,0.999972318,0.013561454,0.038743186,0.999157171,-0.047104200,-0.092727280,0.994576717,-0.016427399,0.132963788,0.990984748,0.028641621,0.018040717,0.999426931,1,-0.006585694,0.007816696,0.999947763,0.941756852,nan,nan,nan,nan,2.718841051,2.352544555,2.671374025,2.115398044,1.034137354,-1.641268439,-138.646385693,59.778971382,-53.158210959,0.787484781
1231,1782712731.139161348,207,0,21,10.098626574,0.291976574,3.970139107,1,0.712853920,1,106,-0.018791250,0.013576752,0.999731244,0.027730904,0.034680083,0.999013658,-0.025671902,0.020249768,0.999465307,0.037235934,0.033444621,0.998746686,-0.042989269,0.113887951,0.992563075,0.107134969,-0.031399691,0.993748539,0.024190361,0.024764057,0.999400604,1,-0.006585694,0.007816696,0.999947763,0.549394340,nan,nan,nan,nan,2.544995978,2.868883851,2.497756853,2.909769658,1.419436495,-1.386140795,-143.245462042,59.679598985,-53.193867988,0.791649797
1232,1782712731.238826275,207,0,21,10.060190959,0.253540959,2.941727551,1,0.794544584,1,120,-0.019691140,0.013060417,0.999720803,0.024942833,0.033118033,0.999140156,-0.038885988,0.026795389,0.998884321,0.048523808,0.032101532,0.998306031,-0.030588294,0.255854755,0.966231184,0.166915138,-0.165122177,0.972046297,0.019316326,0.027132731,0.999445193,1,-0.006585694,0.007816696,0.999947763,1.353220675,nan,nan,nan,nan,2.376176161,3.335428790,2.316819627,3.452328168,1.555071978,-1.106812810,-146.829969218,59.585922702,-53.243601114,0.796295085
1233,1782712731.338901281,207,0,21,10.080866358,0.274216358,1.952736828,1,0.831991403,1,108,-0.022529264,0.016891743,0.999603472,0.026265950,0.033122992,0.999106084,-0.034217497,0.027637324,0.999032202,0.041893151,0.030294091,0.998662722,0.034574578,-0.024577568,0.999099866,-0.044167323,0.037520842,0.998319305,0.017400851,0.030797324,0.999374172,1,-0.006585694,0.007816696,0.999947763,0.910289046,nan,nan,nan,nan,2.422804223,2.963445320,2.376631575,3.062920841,1.765103066,-0.997045633,-147.619200399,59.506400173,-53.298452257,0.796457714
1234,1782712731.438996315,207,0,22,10.082769065,0.276119065,2.233906924,1,0.855810266,1,120,-0.016597071,0.016798038,0.999721143,0.023916720,0.029693522,0.999272878,-0.022078351,0.019655372,0.999563011,0.030065544,0.030319272,0.999087987,0.012065402,0.054448041,0.998443707,0.020711484,-0.017532420,0.999631757,0.019719071,0.028428985,0.999401296,1,-0.006585694,0.007816696,0.999947763,0.354280270,nan,nan,nan,nan,2.185080838,2.447210156,2.151159928,2.464853324,1.629397243,-1.129892787,-146.618080962,59.422536396,-53.355731821,0.798529292
1235,1782712731.540409803,207,0,21,9.218675315,0.587974685,2.343031534,1,0.765557529,1,124,-0.022555321,0.017335109,0.999595294,0.026987052,0.032503040,0.999107227,-0.037829335,0.025015775,0.998971047,0.043939795,0.034699754,0.998431380,0.054591977,0.068127825,0.996181869,-0.008336878,-0.052908800,0.998564547,0.018031440,0.029092135,0.999414086,1,-0.006585694,0.007816696,0.999947763,0.980218357,nan,nan,nan,nan,2.421254441,3.209617146,2.388280891,3.280762039,1.667362905,-1.033181409,-145.861640239,59.340262316,-53.410552025,0.811953172
1236,1782712731.639526844,208,0,21,9.970325000,0.163675000,3.274268514,1,0.880178953,1,154,-0.017559488,0.017098163,0.999699613,0.025702312,0.031677660,0.999167612,-0.033003674,0.025183798,0.999137895,0.043000633,0.033808867,0.998502832,0.010868470,-0.015593467,0.999819344,-0.016285627,0.042349109,0.998970135,0.021615972,0.028497457,0.999360118,1,-0.006585694,0.007816696,0.999947763,0.999353397,nan,nan,nan,nan,2.337925377,3.135646219,2.300899084,3.209231026,1.633386845,-1.238600431,-145.289086122,59.253238896,-53.471126162,0.809855444
1237,1782712731.739073753,208,0,22,9.217815470,0.588834530,4.672037385,1,0.833146528,1,106,-0.029253446,0.022443003,0.999320043,0.029243945,0.036955349,0.998888930,-0.037063613,0.029803360,0.998868384,0.039878066,0.035474051,0.998574650,-0.003109857,0.073772256,0.997270266,0.037721442,-0.020057578,0.999086976,0.016010682,0.035607065,0.999237607,1,-0.006585694,0.007816696,0.999947763,0.615439553,nan,nan,nan,nan,2.701149469,3.059496733,2.646993550,3.099489460,2.040827595,-0.917383679,-144.569334370,59.173927492,-53.530657360,0.808657389
1238,1782712731.840000153,208,0,21,10.186818580,0.380168580,3.689146016,1,0.891260485,1,112,-0.027362586,0.026721118,0.999268368,0.025348791,0.031062133,0.999195968,-0.034607826,0.041137142,0.998553971,0.039677257,0.023615541,0.998933442,-0.020207426,0.024297031,0.999500532,0.018128625,0.028838269,0.999419685,0.011389797,0.037032095,0.999249166,1,-0.006585694,0.007816696,0.999947763,0.925342398,nan,nan,nan,nan,2.297753171,2.646479187,2.263676328,2.801857044,2.122405724,-0.652601437,-144.110088691,59.079804647,-53.593677064,0.817197336
1239,1782712731.939151049,208,0,21,9.391783218,0.414866782,2.369178368,1,0.867497559,1,109,-0.032891998,0.028180714,0.999061542,0.026757581,0.034230988,0.999055690,-0.042047099,0.039655345,0.998328350,0.040942980,0.030401140,0.998698875,-0.010510776,-0.076865566,0.996986062,-0.053494287,0.105384436,0.992991683,0.008957753,0.039894310,0.999163752,1,-0.006585694,0.007816696,0.999947763,0.842120281,nan,nan,nan,nan,2.490170890,2.923103760,2.437972594,3.016192407,2.286474149,-0.513248282,-143.636059255,58.999812773,-53.654944335,0.818880099
1240,1782712732.039139509,208,0,22,9.896939160,0.090289160,2.259661221,1,0.842092877,1,146,-0.026218243,0.026563157,0.999303258,0.022003503,0.027619429,0.999376312,-0.034455308,0.041298162,0.998552599,0.037348508,0.020549597,0.999090988,-0.003186449,-0.044024788,0.999025357,-0.038174761,0.071034190,0.996743112,0.007836210,0.035926371,0.999323716,1,-0.006585694,0.007816696,0.999947763,0.968179819,nan,nan,nan,nan,2.023689584,2.443178820,1.992986507,2.621518321,2.058935726,-0.448986364,-143.907738187,58.906095105,-53.705174225,0.817093740
1241,1782712732.140126228,209,0,20,9.630792865,0.175857135,2.361962384,1,0.676529500,1,90,-0.034700692,0.028325219,0.998996268,0.025775820,0.032507757,0.999139056,-0.045372351,0.051868761,0.997622665,0.047900257,0.019077989,0.998669913,-0.025826589,0.004417182,0.999656679,0.004942285,0.047227558,0.998871930,0.004935990,0.040605041,0.999163083,1,-0.006585694,0.007816696,0.999947763,1.483182769,nan,nan,nan,nan,2.377695816,2.955464587,2.332859466,3.189048386,2.327165617,-0.282812515,-145.604075557,58.812974453,-53.746481029,0.825570460
1242,1782712732.238806963,209,0,22,10.341413966,0.534763966,2.870254511,1,0.906302862,1,115,-0.032017687,0.029491471,0.999052111,0.024307282,0.031750506,0.999200211,-0.042348087,0.043520886,0.998154583,0.040573270,0.025454176,0.998852289,-0.042305766,-0.083074316,0.995644957,-0.027450262,0.131952167,0.990875930,0.005553045,0.043203448,0.999050862,1,-0.006585694,0.007816696,0.999947763,0.999569043,nan,nan,nan,nan,2.291681874,2.745335983,2.239639609,2.885788188,2.476184150,-0.318167692,-147.471652832,58.704859792,-53.792124976,0.815920260
1243,1782712732.339229822,209,0,21,10.538068110,0.731418110,3.989335673,1,0.901435889,1,141,-0.033571288,0.025386280,0.999113860,0.022554898,0.028977614,0.999325560,-0.046716249,0.042193082,0.998016701,0.042439425,0.021176036,0.998874602,-0.053613813,0.052768210,0.997166523,0.053771961,0.015562643,0.998431961,0.000593401,0.038863572,0.999244350,1,-0.006585694,0.007816696,0.999947763,1.224146452,nan,nan,nan,nan,2.104426543,2.718513021,2.063830214,2.912318080,2.227279976,-0.033999388,-149.401955536,58.612193922,-53.826536546,0.826162534
1244,1782712732.439378023,210,0,21,9.367809853,0.438840147,3.290750781,1,0.932391090,1,114,-0.037541106,0.028882886,0.998877592,0.027393328,0.032461543,0.999097520,-0.042173156,0.039714219,0.998320693,0.036546888,0.025025825,0.999018535,-0.032033783,0.217039551,0.975637059,0.110606059,-0.137335224,0.984329892,0.001827656,0.044853112,0.998991921,1,-0.006585694,0.007816696,0.999947763,0.675714751,nan,nan,nan,nan,2.434384463,2.538695355,2.405688864,2.661526270,2.570760779,-0.104717046,-152.214617938,58.509305089,-53.873331914,0.821268813
1245,1782712732.539078236,210,0,21,9.376492235,0.430157765,2.425564170,1,0.908864657,1,119,-0.034895140,0.027888669,0.999001777,0.027472826,0.032641784,0.999089464,-0.040214679,0.042666873,0.998279679,0.038979250,0.021926919,0.998999414,0.056524020,0.036510007,0.997733459,-0.049819785,-0.016946778,0.998614438,0.004482805,0.044333996,0.999006707,1,-0.006585694,0.007816696,0.999947763,0.900873589,nan,nan,nan,nan,2.445226370,2.563310152,2.415455552,2.733791574,2.541009243,-0.256846645,-152.733880567,58.431272451,-53.903928199,0.827376962
1246,1782712732.639004707,210,0,22,9.774693257,0.031956743,2.822163812,1,0.889065335,1,111,-0.037501153,0.027915848,0.998906587,0.028509679,0.034914819,0.998983560,-0.037610363,0.034166933,0.998708206,0.031546841,0.029447115,0.999068398,-0.021417617,0.033155170,0.999220707,0.016771406,0.022746765,0.999600573,0.004081110,0.045345473,0.998963029,1,-0.006585694,0.007816696,0.999947763,0.358396287,nan,nan,nan,nan,2.583540345,2.473355313,2.541276524,2.512566332,2.599017078,-0.233831005,-151.952676960,58.341906026,-53.952613039,0.823959233
1247,1782712732.739310741,210,0,21,9.902911432,0.096261432,4.341095649,1,0.949151011,1,111,-0.038390397,0.028720724,0.998849987,0.028317673,0.032352578,0.999075282,-0.041882689,0.041406519,0.998264164,0.037453541,0.022865582,0.999036735,0.011830746,0.098512577,0.995065478,0.017595604,-0.053040740,0.998437316,0.001946120,0.043632536,0.999045752,1,-0.006585694,0.007816696,0.999947763,0.754633912,nan,nan,nan,nan,2.464198244,2.515043144,2.445189023,2.667267450,2.500758841,-0.111504505,-151.456094158,58.248707928,-53.996675084,0.830573018
1248,1782712732.838846922,210,0,22,9.660635500,0.146014500,2.453727114,1,0.873907038,1,138,-0.028101859,0.030795275,0.999130590,0.024409535,0.026057110,0.999362398,-0.035068131,0.055407801,0.997847785,0.042456766,0.007886769,0.999067176,0.006115984,0.025289165,0.999661469,-0.008188745,0.014285960,0.999864419,0.005887837,0.041745393,0.999110933,1,-0.006585694,0.007816696,0.999947763,1.467473242,nan,nan,nan,nan,2.046141671,2.474977668,2.060975506,2.810663570,2.392571583,-0.337350180,-150.975231302,58.156721836,-54.056748218,0.834243875
1249,1782712732.939017773,211,0,22,9.531261995,0.275388005,4.888554656,1,0.889596502,1,133,-0.036167392,0.028888717,0.998928106,0.029861332,0.028765030,0.999140067,-0.040645213,0.042256075,0.998279716,0.040381584,0.019359643,0.998996763,0.002369587,-0.153577207,0.988133810,-0.093811603,0.167634952,0.981375517,0.004026854,0.039096488,0.999227326,1,-0.006585694,0.007816696,0.999947763,0.808583029,nan,nan,nan,nan,2.376298576,2.566703939,2.409238954,2.771911330,2.240652977,-0.230722367,-150.295881766,58.064071371,-54.112732415,0.832340754
1250,1782712733.041190147,211,0,21,10.260400767,0.453750767,3.154221957,1,0.816307724,1,130,-0.028764885,0.032655011,0.999052667,0.026185453,0.025427781,0.999333653,-0.036887211,0.030542671,0.998852581,0.032257741,0.031214386,0.998992042,0.003070147,-0.059034399,0.998251228,-0.046200476,0.089937157,0.994875281,0.006486385,0.042143977,0.999090492,1,-0.006585694,0.007816696,0.999947763,0.480993209,nan,nan,nan,nan,2.091760567,2.572736501,2.132015325,2.598937124,2.415438245,-0.371645106,-150.893116663,57.959564076,-54.147541609,0.833939324
1251,1782712733.138785601,211,0,22,9.398638265,0.408011735,2.699533093,1,0.860291417,1,143,-0.032672479,0.031568047,0.998967451,0.030519747,0.030473056,0.999069536,-0.038443104,0.045229940,0.998236635,0.041817266,0.020838665,0.998907937,-0.000593362,0.043610899,0.999048416,0.007260573,0.005326974,0.999959453,0.008285963,0.045108117,0.998947747,1,-0.006585694,0.007816696,0.999947763,0.850771090,nan,nan,nan,nan,2.471844141,2.677941184,2.491670657,2.872814057,2.585470831,-0.474756155,-153.323114377,57.848236715,-54.184703147,0.835319690
1252,1782712733.239175797,212,0,21,10.176820643,0.370170643,2.819321867,1,0.851130335,1,118,-0.036856632,0.032160928,0.998802915,0.029804205,0.029394241,0.999123460,-0.037146567,0.042046563,0.998424869,0.034167402,0.020511195,0.999205624,-0.045831236,0.064351505,0.996874306,0.051332592,0.003765677,0.998674514,0.002450518,0.046583705,0.998911384,1,-0.006585694,0.007816696,0.999947763,0.567064867,nan,nan,nan,nan,2.399138244,2.283912057,2.424608087,2.446196162,2.670024006,-0.140404499,-155.520477014,57.752315050,-54.219636485,0.835565251
1253,1782712733.338779449,212,0,21,9.558387396,0.248262604,3.521386143,1,0.845721969,1,148,-0.024407120,0.028107324,0.999306895,0.022968668,0.025875861,0.999401261,-0.030841224,0.049533889,0.998296155,0.037278277,0.008649886,0.999267486,-0.011721567,0.151420403,0.988399953,0.059621623,-0.092918727,0.993887002,0.006855060,0.042942773,0.999054016,1,-0.006585694,0.007816696,0.999947763,1.283141465,nan,nan,nan,nan,1.982796521,2.193168314,1.984794275,2.514177593,2.461254359,-0.392769072,-156.978627245,57.639798172,-54.251647553,0.844158431
1254,1782712733.439396143,212,0,22,9.897136969,0.090486969,3.020163335,1,0.862842003,1,117,-0.031298383,0.024949192,0.999198653,0.029873168,0.028527845,0.999146514,-0.028798107,0.043500050,0.998638280,0.034768375,0.010453030,0.999340730,-0.028376791,0.027494901,0.999219089,0.028167540,0.025051180,0.999289261,0.007306617,0.039667426,0.999186223,1,-0.006585694,0.007816696,0.999947763,1.072992499,nan,nan,nan,nan,2.367373575,2.080622105,2.403078250,2.374648159,2.273433284,-0.418642042,-157.177274447,57.534244280,-54.291685645,0.842032421
1255,1782712733.538794994,212,0,22,9.399028179,0.407621821,5.164630850,1,0.888860256,1,100,-0.020746011,0.027410386,0.999408962,0.025435030,0.024118337,0.999385494,-0.019896422,0.042094285,0.998915514,0.030466656,0.010288824,0.999482828,0.007506984,0.024334867,0.999675677,-0.001730277,0.015777528,0.999874030,0.012159266,0.039501124,0.999145542,1,-0.006585694,0.007816696,0.999947763,0.843214175,nan,nan,nan,nan,2.008736797,1.842781963,2.059084205,2.127952244,2.264004144,-0.696691781,-156.701774437,57.427705215,-54.324297285,0.849529158
1256,1782712733.639363527,212,0,21,10.311003884,0.504353884,3.135711699,1,0.889068497,1,98,-0.021626523,0.027330205,0.999392492,0.029850243,0.025291561,0.999234357,-0.023364831,0.040240099,0.998916823,0.036594333,0.014136716,0.999230208,0.000535198,0.007027566,0.999975163,0.001428933,0.035083672,0.999383357,0.015838863,0.038624507,0.999128259,1,-0.006585694,0.007816696,0.999947763,0.746860385,nan,nan,nan,nan,2.242221648,2.248289635,2.315826894,2.500929389,2.213849726,-0.907537978,-156.507580014,57.344938995,-54.363759446,0.857375282
1257,1782712733.739217997,213,0,21,9.353802721,0.452847279,4.633757759,1,0.914375314,1,99,-0.021871738,0.029629572,0.999321628,0.032603106,0.029484146,0.999033394,-0.018854466,0.041870856,0.998945114,0.034745699,0.017056080,0.999250632,-0.007121928,0.085567805,0.996306895,0.041511790,-0.027754720,0.998752445,0.019821034,0.043583249,0.998853156,1,-0.006585694,0.007816696,0.999947763,0.722692244,nan,nan,nan,nan,2.519401205,2.218258663,2.566449268,2.427072853,2.498418588,-1.135735952,-156.393516460,57.237760086,-54.414943229,0.854442407
1258,1782712733.839430809,213,0,21,10.110416270,0.303766270,5.075451260,1,0.636691079,1,98,-0.006691537,0.038306664,0.999243625,0.024535302,0.020738543,0.999483833,-0.011479758,0.055944518,0.998367881,0.036093849,0.006555341,0.999326904,-0.013506013,-0.156650863,0.987561692,-0.048732288,0.200684344,0.978443130,0.024163503,0.047243964,0.998591074,1,-0.006585694,0.007816696,0.999947763,1.048367473,nan,nan,nan,nan,1.840990583,2.102327685,1.930972529,2.446869898,2.708679202,-1.384601475,-155.985063418,57.139339297,-54.449112860,0.857392715
1259,1782712733.939032316,213,0,22,9.349183120,0.457466880,4.310303009,1,0.816933364,1,107,-0.010758279,0.039113115,0.999176873,0.034061124,0.026657360,0.999064175,-0.012071779,0.043834461,0.998965871,0.037120279,0.022823004,0.999050147,0.030416552,0.145359147,0.988911296,0.037798765,-0.087631012,0.995435613,0.031029582,0.050274314,0.998253304,1,-0.006585694,0.007816696,0.999947763,0.281047094,nan,nan,nan,nan,2.478956523,2.497470142,2.567625278,2.648396239,2.883110292,-1.778149530,-156.950675593,57.039142358,-54.474893104,0.863455927
1260,1782712734.039714336,213,0,21,9.700127203,0.106522797,5.732670253,1,0.602825811,1,72,-0.015747950,0.038920372,0.999118215,0.041604710,0.026038470,0.998794797,-0.021026021,0.026982219,0.999414762,0.042103180,0.039077567,0.998348770,0.007234232,0.081032677,0.996685192,0.035774234,-0.021642162,0.999125528,0.032536324,0.047775364,0.998328053,1,-0.006585694,0.007816696,0.999947763,0.748072893,nan,nan,nan,nan,2.813269847,3.293072046,2.952965403,3.316896721,2.739820800,-1.864523114,-158.386228737,56.939510889,-54.507686460,0.874787611
1261,1782712734.138995171,213,0,22,10.030159030,0.223509030,4.071327901,1,0.646454973,1,73,0.008876543,0.042771444,0.999045450,0.024699445,0.019645467,0.999501872,0.002301974,0.036205643,0.999341709,0.028319806,0.028202623,0.999200981,0.037427904,0.069639968,0.996869814,0.008342681,-0.016050130,0.999836383,0.039140604,0.051660965,0.997897368,1,-0.006585694,0.007816696,0.999947763,0.532644592,nan,nan,nan,nan,1.808530915,2.290577926,1.916612662,2.316592610,2.963546399,-2.243164433,-157.951920788,56.842846215,-54.543800862,0.874229372
1262,1782712734.239113808,214,0,21,9.929117544,0.122467544,5.930057070,1,0.813948917,1,84,-0.005086966,0.041203725,0.999137816,0.036542203,0.023605819,0.999053268,-0.001959528,0.038556913,0.999254484,0.032642389,0.024863046,0.999157797,0.034210349,0.091742397,0.995194948,0.019511798,-0.038232253,0.999078368,0.037700962,0.049048949,0.998084585,1,-0.006585694,0.007816696,0.999947763,0.234843643,nan,nan,nan,nan,2.493362246,2.351670627,2.632167808,2.451244217,2.813427616,-2.160618021,-157.583860602,56.756632838,-54.588828581,0.882661076
1263,1782712734.339157581,214,0,22,9.925782047,0.119132047,6.690284793,1,0.637798004,1,85,0.002003061,0.046293540,0.998925871,0.028293724,0.018666498,0.999425348,-0.006722907,0.060010175,0.998175126,0.041677105,0.009413245,0.999086788,-0.023879902,0.034990481,0.999102305,0.047699830,0.039144527,0.998094400,0.035333704,0.052418409,0.997999920,1,-0.006585694,0.007816696,0.999947763,0.932457888,nan,nan,nan,nan,1.942498695,2.448818029,2.093228452,2.767476014,3.006609830,-2.024893618,-157.064698372,56.653369638,-54.629227700,0.881176536
1264,1782712734.439545870,214,0,21,9.177142606,0.629507394,6.403733892,1,0.708280081,1,89,-0.000764077,0.046089848,0.998937006,0.032728777,0.019686398,0.999270370,-0.003865673,0.054534929,0.998504381,0.038931786,0.013156782,0.999155251,-0.039800437,0.060731118,0.997360344,0.074340945,0.021674032,0.996997322,0.037092428,0.051117096,0.998003604,1,-0.006585694,0.007816696,0.999947763,0.516066129,nan,nan,nan,nan,2.188846470,2.355223413,2.353464496,2.626468458,2.932090322,-2.125727240,-156.598930927,56.563499369,-54.670024581,0.886070644
1265,1782712734.539028168,214,0,22,9.677586875,0.129063125,4.408516356,1,0.732233900,1,89,0.001502165,0.045666698,0.998955603,0.029459227,0.021375647,0.999337398,-0.000344457,0.052871639,0.998601257,0.034057573,0.015518982,0.999299376,-0.014568994,0.000639574,0.999893662,0.025956305,0.069021111,0.997277472,0.037079537,0.053303309,0.997889706,1,-0.006585694,0.007816696,0.999947763,0.426640129,nan,nan,nan,nan,2.085873085,2.144892271,2.206919630,2.370595063,3.057607397,-2.124988100,-156.220730029,56.468361005,-54.710726336,0.897621222
1266,1782712734.639213562,214,0,21,9.719947083,0.086702917,2.738766317,1,0.622270789,1,88,0.007971078,0.050442838,0.998695140,0.023673619,0.012660688,0.999639568,-0.002889934,0.053189505,0.998580255,0.034701959,0.014603160,0.999291010,0.024801708,0.023022170,0.999427263,-0.002931472,0.030767441,0.999522271,0.034750504,0.052254404,0.998028997,1,-0.006585694,0.007816696,0.999947763,0.641918051,nan,nan,nan,nan,1.538374600,2.157662369,1.755962605,2.397822072,2.997132858,-1.991458177,-155.800452921,56.386756095,-54.747951428,0.900336074
1267,1782712734.738983154,214,0,22,9.471310567,0.335339433,2.175086042,1,0.528039233,1,126,0.006333456,0.047527917,0.998849831,0.026667315,0.015580349,0.999522940,0.007247383,0.054711967,0.998475877,0.028822421,0.008656432,0.999547065,0.012010253,-0.000413409,0.999927789,0.001561946,0.056813600,0.998383581,0.037058797,0.050594552,0.998031481,1,-0.006585694,0.007816696,0.999947763,0.415486919,nan,nan,nan,nan,1.769870620,1.724535712,1.956741638,2.029541973,2.902087675,-2.123798950,-155.472732739,56.303885214,-54.783121030,0.899393659
1268,1782712734.839904785,215,0,21,9.684113032,0.122536968,5.805679634,1,0.760666074,1,94,-0.006395496,0.041008971,0.999138310,0.030921133,0.020640625,0.999308685,-0.005204507,0.041113335,0.999140934,0.029878372,0.020057442,0.999352281,0.064838843,-0.010414114,0.997841406,-0.055162348,0.038177529,0.997747258,0.030275324,0.047122828,0.998430190,1,-0.006585694,0.007816696,0.999947763,0.068500300,nan,nan,nan,nan,2.130593532,2.062311803,2.271565923,2.204213419,2.702178977,-1.734913412,-155.782807821,56.211724623,-54.821210782,0.910050405
1269,1782712734.939146519,215,0,20,10.124213889,0.317563889,3.588656834,1,0.678528926,1,71,-0.002917509,0.047729357,0.998856044,0.027074574,0.018207323,0.999467589,0.003102215,0.052737578,0.998603587,0.023579959,0.011197756,0.999659240,-0.034329806,0.000133127,0.999410550,0.036663930,0.074350171,0.996557980,0.029193138,0.053492889,0.998141409,1,-0.006585694,0.007816696,0.999947763,0.448898452,nan,nan,nan,nan,1.869737058,1.495802909,2.018680578,1.739332448,3.067689088,-1.672881251,-156.307703307,56.119551349,-54.854587591,0.909897931
1270,1782712735.038536072,215,0,21,10.079993477,0.273343477,3.904156187,1,0.868003719,1,106,-0.011468945,0.045299754,0.998907601,0.029692019,0.021053361,0.999337350,-0.006250722,0.052169866,0.998618663,0.027527063,0.012699708,0.999540383,0.001693912,0.092948672,0.995669461,0.035921528,-0.028091490,0.998959715,0.024046241,0.053274066,0.998290365,1,-0.006585694,0.007816696,0.999947763,0.494579877,nan,nan,nan,nan,2.085948435,1.737209025,2.213011767,1.974675159,3.054708936,-1.377880948,-157.351103628,56.026792589,-54.880196372,0.910827448
1271,1782712735.138600588,215,0,21,10.138978547,0.332328547,3.155103209,1,0.858749693,1,109,-0.016273228,0.045276151,0.998841956,0.027413523,0.019476092,0.999434430,-0.019414693,0.052685869,0.998422390,0.033102419,0.013768269,0.999357126,-0.030149641,0.112400979,0.993205426,0.065436277,-0.037787145,0.997141026,0.016440534,0.053073555,0.998455260,1,-0.006585694,0.007816696,0.999947763,0.461752472,nan,nan,nan,nan,1.927086219,2.054584209,2.059694364,2.299790559,3.042731729,-0.942015652,-158.032063939,55.934491569,-54.916965263,0.917297017
1272,1782712735.238734245,215,0,22,9.363153712,0.443496288,3.835131232,1,0.789604801,1,100,-0.015803746,0.049706804,0.998638811,0.028479459,0.016243585,0.999462389,-0.010862243,0.051702290,0.998603467,0.024665206,0.012524828,0.999617305,0.016609758,0.056620464,0.998257602,0.001117111,-0.002453904,0.999996365,0.016712872,0.053930243,0.998404832,1,-0.006585694,0.007816696,0.999947763,0.305348010,nan,nan,nan,nan,1.878846465,1.585177587,2.066586564,1.810925179,3.091907384,-0.957621602,-157.713912807,55.838464556,-54.943814958,0.917930688
