accepted_step,timestamp,keyframe_count,imu_valid,imu_sample_count,accel_norm_mps2,accel_norm_error_mps2,accel_std_norm_mps2,ground_valid,ground_quality,localmap_ground_valid,localmap_ground_corr,current_ground_L_x,current_ground_L_y,current_ground_L_z,current_ground_W_x,current_ground_W_y,current_ground_W_z,localmap_ground_L_x,localmap_ground_L_y,localmap_ground_L_z,localmap_ground_W_x,localmap_ground_W_y,localmap_ground_W_z,imu_up_L_x,imu_up_L_y,imu_up_L_z,imu_up_W_x,imu_up_W_y,imu_up_W_z,slam_up_L_x,slam_up_L_y,slam_up_L_z,gravity_ref_valid,gravity_ref_W_x,gravity_ref_W_y,gravity_ref_W_z,ground_to_map_deg,slam_to_imu_gravity_deg,frontend_gravity_drift_deg,ground_to_imu_gravity_deg,localmap_to_imu_gravity_deg,ground_to_slam_up_deg,localmap_to_slam_up_deg,current_ground_to_gravity_ref_deg,localmap_ground_to_gravity_ref_deg,world_roll_deg,world_pitch_deg,world_yaw_deg,world_x_m,world_y_m,world_z_m
299,1782712632.839303255,1,1,21,9.807539494,0.000889494,0.043006654,1,0.703123906,1,85,0.010091965,0.023557340,0.999671548,0.011769419,0.021303176,0.999703784,0.002727782,0.015801440,0.999871429,0.004407756,0.013544754,0.999898551,-0.006732839,0.007569156,0.999948687,-0.005050415,0.005309631,0.999973150,-0.001683984,0.002258185,0.999996032,1,-0.006585694,0.007816696,0.999947763,0.612894078,0.419864437,0.168444819,1.329949800,0.718558249,1.394609800,0.816142919,1.305133552,0.710261936,0.129384761,0.096485232,0.016266851,0.008037938,0.011405312,-0.003178984
300,1782712632.939088821,1,1,21,9.807484941,0.000834941,0.041855662,1,0.835460234,1,106,-0.001917714,0.023438892,0.999723432,-0.003336957,0.021522151,0.999762803,-0.012937125,0.013697900,0.999822483,-0.014349287,0.011772868,0.999827734,-0.006723245,0.007453352,0.999949621,-0.008130974,0.005532670,0.999951637,0.001403708,0.001914771,0.999997182,1,-0.006585694,0.007816696,0.999947763,0.842711747,0.563501250,0.158002281,0.956493358,0.504799410,1.247961124,1.063515294,0.807100633,0.499294394,0.109708495,-0.080426570,0.042233699,0.008186593,0.001236884,-0.006690547
301,1782712633.039117813,1,1,21,9.805773681,0.000876319,0.042406433,1,0.640521862,1,77,0.002783942,0.019205599,0.999811680,0.005930710,0.015880865,0.999856302,-0.001464994,0.002581236,0.999995595,0.001709559,-0.000750986,0.999998257,-0.006621318,0.007447519,0.999950345,-0.003454829,0.004106931,0.999985599,-0.003173313,0.003335017,0.999989404,1,-0.006585694,0.007816696,0.999947763,0.983192870,0.307497452,0.278142240,0.862743704,0.406237336,0.971332867,0.106984850,0.853117891,0.683288247,0.191083719,0.181817738,0.094262330,-0.008866925,0.012263953,-0.002130043
302,1782712633.139691830,1,1,21,9.806975097,0.000325097,0.040306921,1,0.756913499,1,89,0.004887674,0.024558290,0.999686451,0.000870476,0.025708229,0.999669110,-0.000707354,0.003185081,0.999994677,-0.004733794,0.004337471,0.999979389,-0.006681008,0.007413704,0.999950199,-0.010705628,0.008568261,0.999905983,0.004028097,-0.001150629,0.999991225,1,-0.006585694,0.007816696,0.999947763,1.266007612,0.785678208,0.239962499,1.185144947,0.419348814,1.473979731,0.367868475,1.110697308,0.225832325,-0.065926707,-0.230793582,-0.021304395,0.012280293,0.001026131,-0.011596110
303,1782712633.239091635,1,1,21,9.807955389,0.001305389,0.043619690,1,0.643569595,1,74,0.001242945,0.020469337,0.999789709,0.004724964,0.019520795,0.999798286,-0.000583878,0.006638550,0.999977794,0.002925942,0.005686273,0.999979552,-0.006628359,0.007545761,0.999949562,-0.003120368,0.006581635,0.999973472,-0.003521040,0.000958048,0.999993342,1,-0.006585694,0.007816696,0.999947763,0.799407515,0.417338104,0.210787243,0.867054143,0.350206569,1.150833857,0.366403697,0.932611091,0.558484530,0.054892459,0.201741133,0.112558599,0.005757866,0.005904497,0.001861370
304,1782712633.339205742,1,1,21,9.806383052,0.000266948,0.042331960,1,0.801518906,1,111,-0.004511493,0.022848037,0.999728770,-0.009940429,0.026013409,0.999612170,-0.011811117,0.015704889,0.999806908,-0.017261328,0.018891894,0.999672518,-0.006821714,0.007233557,0.999950569,-0.012297702,0.010406520,0.999870227,0.005506858,-0.003137142,0.999979916,1,-0.006585694,0.007816696,0.999947763,0.585191853,0.923069638,0.359369982,0.904481511,0.563363586,1.595777600,1.466369147,1.060354336,0.881516743,-0.179748036,-0.315521337,-0.167352233,0.012654425,0.006933454,-0.012779653
305,1782712633.439360619,1,1,21,9.806289531,0.000360469,0.042002984,1,0.769337756,1,92,0.000710432,0.022531985,0.999745870,0.006086777,0.019645291,0.999788484,-0.008910762,0.006073772,0.999941852,-0.003516602,0.003176728,0.999988771,-0.006722557,0.007587959,0.999948614,-0.001329922,0.004693131,0.999988103,-0.005397530,0.002893542,0.999981247,1,-0.006585694,0.007816696,0.999947763,1.092367108,0.279485744,0.350308948,0.956377648,0.152465486,1.178464253,0.271525520,0.993284858,0.318754057,0.165790380,0.309257172,0.058725299,0.007112431,0.009773161,0.009351763
306,1782712633.539237499,1,1,21,9.808117876,0.001467876,0.042456990,1,0.747647036,1,96,-0.003304677,0.022745810,0.999735819,-0.008428817,0.025591877,0.999636940,-0.014342515,0.019140921,0.999713918,-0.019473656,0.022009087,0.999568095,-0.006618293,0.007447605,0.999950364,-0.011774402,0.010301020,0.999877619,0.005177223,-0.002829909,0.999982594,1,-0.006585694,0.007816696,0.999947763,0.665300238,0.896395191,0.329635342,0.896941921,0.803074254,1.543974944,1.684020259,1.024071714,1.098644053,-0.162144234,-0.296634342,-0.114927163,0.013214156,0.004585019,-0.014940522
307,1782712633.638959646,1,1,21,9.848070142,0.041420142,0.270792249,1,0.851400070,1,99,-0.002973353,0.021337474,0.999767909,0.003257057,0.019542735,0.999803717,-0.018234651,0.005787978,0.999816982,-0.012004644,0.003993992,0.999919965,0.012490639,0.001546050,0.999920794,0.018720422,-0.000249758,0.999824726,-0.006230525,0.001794912,0.999978979,1,-0.006585694,0.007816696,0.999947763,1.248358191,1.072759289,1.521873180,1.439130453,1.777208774,1.135235009,0.724903686,0.877215156,0.379966601,0.102842952,0.356985091,-0.003064707,-0.007406116,0.010648320,0.015399958
308,1782712633.739056110,1,0,21,10.088036796,0.281386796,2.282439207,1,0.671000231,1,93,-0.006122318,0.021223435,0.999756012,-0.008837731,0.023448596,0.999685980,-0.009435635,0.006468818,0.999934559,-0.012179813,0.008700771,0.999887968,0.280784594,0.021271012,0.959535073,0.278178537,0.022858730,0.960257351,0.002761049,-0.002208809,0.999993749,1,-0.006585694,0.007816696,0.999947763,0.866499012,nan,nan,nan,nan,1.435912293,0.857654869,0.905022489,0.324515847,-0.126555996,-0.158196663,-0.109515036,0.013362522,0.001575987,-0.004942109
309,1782712633.838951111,1,0,21,9.868416165,0.061766165,1.668499288,1,0.771750515,1,77,0.003433286,0.021809526,0.999756249,0.005008001,0.020433242,0.999778677,0.000732633,0.009284860,0.999956626,0.002310982,0.007907593,0.999966064,0.150589557,0.027925693,0.988201873,0.152144199,0.026604569,0.988000172,-0.001580509,0.001377934,0.999997802,1,-0.006585694,0.007816696,0.999947763,0.734198325,nan,nan,nan,nan,1.205477555,0.472028893,0.981794162,0.509771323,0.078949900,0.090556520,0.015282106,0.042381869,0.005514315,0.009200439
310,1782712633.939113379,1,0,21,9.888024547,0.081374547,1.159741350,1,0.833233784,1,119,-0.007005476,0.019878645,0.999777857,-0.006563721,0.022575456,0.999723595,-0.007715800,0.006088368,0.999951698,-0.007256024,0.008784789,0.999935087,0.098249995,-0.002363932,0.995158957,0.098718423,0.000457262,0.995115302,-0.000471230,-0.002705996,0.999996228,1,-0.006585694,0.007816696,0.999947763,0.791241121,nan,nan,nan,nan,1.347164410,0.652840129,0.845720795,0.067470649,-0.155042334,0.026999477,0.074458596,0.086932928,-0.006879839,0.006267963
311,1782712634.039192915,1,0,21,9.798800916,0.007849084,1.482679740,1,0.867639429,1,104,-0.007765716,0.018647622,0.999795959,-0.003794763,0.017602190,0.999837868,-0.015235797,0.009041884,0.999843045,-0.011201590,0.007947717,0.999905675,0.041163746,0.018569645,0.998979837,0.045130411,0.017845316,0.998821701,-0.004086951,0.001021159,0.999991127,1,-0.006585694,0.007816696,0.999947763,0.697213007,nan,nan,nan,nan,1.031757413,0.786964717,0.583062022,0.264589094,0.058508588,0.234165721,0.375060385,0.143904057,0.016594298,0.001622723
312,1782712634.139096975,1,0,21,9.980696388,0.174046388,1.078329665,1,0.860117996,1,111,-0.008590868,0.016393537,0.999828710,-0.005391691,0.021454936,0.999755278,-0.013475088,0.001177562,0.999908513,-0.010069458,0.006175023,0.999930235,0.046452304,0.004674760,0.998909571,0.049801411,0.010475770,0.998704199,-0.003490222,-0.005133302,0.999980734,1,-0.006585694,0.007816696,0.999947763,0.915645532,nan,nan,nan,nan,1.267602886,0.676797257,0.784486161,0.220659669,-0.294119646,0.199975392,0.773586835,0.212886569,0.005714032,0.005591494
313,1782712634.239142418,1,0,21,9.898868094,0.092218094,1.888081173,1,0.900901847,1,111,-0.008467879,0.015950001,0.999836933,-0.006007449,0.018208776,0.999816159,-0.015569676,0.009231561,0.999836168,-0.012946295,0.011322261,0.999852089,0.047088614,-0.009815479,0.998842489,0.050147076,-0.006221655,0.998722465,-0.002898633,-0.002397804,0.999992924,1,-0.006585694,0.007816696,0.999947763,0.560133919,nan,nan,nan,nan,1.098666600,0.985469635,0.596393695,0.416156809,-0.137384745,0.166079668,1.371814148,0.291673396,0.020209197,-0.008641343
314,1782712634.339107275,1,0,21,9.865561269,0.058911269,1.441937956,1,0.879701938,1,123,-0.012936360,0.014055039,0.999817537,-0.005733988,0.021307465,0.999756527,-0.022690071,0.006965877,0.999718279,-0.015281135,0.013941867,0.999786033,0.023072290,0.025222084,0.999415587,0.029935970,0.033495761,0.998990426,-0.007815807,-0.007409127,0.999942007,1,-0.006585694,0.007816696,0.999947763,0.690889942,nan,nan,nan,nan,1.264363170,1.185274771,0.774586402,0.609481793,-0.424528532,0.447817289,1.637909894,0.362757952,0.015552731,0.010742243
315,1782712634.439453363,1,0,21,9.355609523,0.451040477,3.110916753,1,0.869186217,1,105,-0.008286401,0.018710360,0.999790607,-0.005752276,0.018177076,0.999818236,-0.006511216,0.011083519,0.999917376,-0.003679765,0.010625473,0.999936777,0.004738418,0.023416716,0.999714562,0.007078199,0.023389248,0.999701376,-0.003250054,0.000322283,0.999994667,1,-0.006585694,0.007816696,0.999947763,0.448726459,nan,nan,nan,nan,1.092441117,0.644282537,0.595572503,0.231561396,0.018465529,0.186214707,2.241425055,0.444101456,0.029512708,-0.001523749
316,1782712634.539945602,2,0,21,9.557841821,0.248808179,2.366571782,1,0.856185978,1,101,-0.006998429,0.014698263,0.999867483,0.000545386,0.018452778,0.999829584,-0.017473456,0.005427707,0.999832595,-0.009452045,0.008669412,0.999917747,-0.025182357,-0.019792880,0.999486914,-0.015890525,-0.016906664,0.999730792,-0.008468278,-0.003704534,0.999957281,1,-0.006585694,0.007816696,0.999947763,0.801473205,nan,nan,nan,nan,1.057788051,0.734881457,0.733732206,0.171351727,-0.212262283,0.485202391,2.869457248,0.518862230,0.028265026,0.004940967
317,1782712634.639230013,2,0,21,10.081291269,0.274641269,2.684478461,1,0.851488566,1,134,-0.009234081,0.015537819,0.999836641,-0.007437532,0.016832841,0.999830655,-0.015535748,0.013284147,0.999791064,-0.013592126,0.014203673,0.999806736,-0.028240880,0.025458232,0.999276904,-0.027008762,0.025589534,0.999307612,-0.002824279,-0.001712677,0.999994545,1,-0.006585694,0.007816696,0.999947763,0.383463729,nan,nan,nan,nan,1.054459739,1.126470640,0.518932661,0.543265932,-0.098129590,0.161819484,3.452621239,0.594653233,0.034428800,-0.003301069
318,1782712634.739017248,2,0,21,9.855134950,0.048484950,1.991668383,1,0.689602767,1,96,0.002488626,0.019244879,0.999811703,0.004760930,0.022188049,0.999742479,-0.014669798,0.004543030,0.999882072,-0.011384295,0.006380999,0.999914837,-0.038305594,-0.025487999,0.998940961,-0.032979517,-0.025153814,0.999139448,-0.003734099,-0.002579152,0.999989702,1,-0.006585694,0.007816696,0.999947763,1.294659660,nan,nan,nan,nan,1.300329446,0.747768066,1.049206275,0.286988021,-0.147775698,0.213948601,3.802244862,0.674795744,0.042321922,0.009547422
319,1782712634.838992596,2,0,21,9.216779596,0.589870404,3.091992679,1,0.849225140,1,139,-0.009619711,0.017134488,0.999806917,-0.009676239,0.016869300,0.999810881,-0.014800443,0.012611289,0.999810933,-0.014523172,0.011990117,0.999822642,-0.025432361,-0.009564190,0.999630792,-0.023556015,-0.010883545,0.999663275,-0.001164285,-0.000378577,0.999999251,1,-0.006585694,0.007816696,0.999947763,0.394049656,nan,nan,nan,nan,1.114326441,1.079120577,0.548127918,0.513867411,-0.021690871,0.066708658,4.066347896,0.769988339,0.044482328,-0.007006369
320,1782712634.939340830,2,0,21,10.171363553,0.364713553,1.759053823,1,0.756483355,1,114,-0.011777342,0.018839480,0.999753154,-0.004009390,0.018367401,0.999823266,-0.016084496,0.014933101,0.999759117,-0.008050915,0.014187021,0.999866947,-0.049773858,0.049386665,0.997538731,-0.043945410,0.046356756,0.997957841,-0.008982636,0.000248760,0.999959624,1,-0.006585694,0.007816696,0.999947763,0.333161541,nan,nan,nan,nan,1.077219001,0.934663285,0.622315973,0.374552245,0.014253470,0.514674026,3.759596201,0.807709269,0.048184623,0.000002038
321,1782712635.039874077,2,0,21,9.972802026,0.166152026,1.229998683,1,0.923497875,1,107,-0.015616468,0.016560984,0.999740896,-0.006116540,0.020442394,0.999772322,-0.025719767,0.016415521,0.999534404,-0.016193844,0.019681493,0.999675146,-0.037310129,-0.002368113,0.999300929,-0.026620768,0.000226563,0.999645579,-0.010757819,-0.004216694,0.999933242,1,-0.006585694,0.007816696,0.999947763,0.579059767,nan,nan,nan,nan,1.222661151,1.460472049,0.723973060,0.874898840,-0.241613473,0.616389525,3.488347001,0.892634188,0.050465541,0.011383042
322,1782712635.139049530,2,0,21,9.805027544,0.001622456,1.910871625,1,0.785748352,1,128,-0.015068472,0.018175214,0.999721263,-0.005093293,0.019107428,0.999804463,-0.018222649,0.013160776,0.999747333,-0.007898294,0.013890009,0.999872334,-0.008400048,0.015011497,0.999852036,0.001776082,0.016405161,0.999863849,-0.011289953,-0.001234850,0.999935504,1,-0.006585694,0.007816696,0.999947763,0.339422262,nan,nan,nan,nan,1.133075914,0.915544870,0.652593206,0.356036291,-0.070756200,0.646880417,3.902757010,0.954994264,0.063289018,-0.000692574
323,1782712635.238994122,3,0,21,9.556159916,0.250490084,1.815034569,1,0.902327611,1,100,-0.017347449,0.013566939,0.999757473,-0.002675970,0.018489490,0.999825474,-0.033626992,0.009797331,0.999386431,-0.018662586,0.013611915,0.999733176,-0.022460535,0.007732223,0.999717829,-0.007377024,0.012318257,0.999896915,-0.015946794,-0.005063148,0.999860022,1,-0.006585694,0.007816696,0.999947763,0.957675679,nan,nan,nan,nan,1.070469569,1.323608497,0.651286440,0.767602273,-0.290135168,0.913722728,3.926416288,1.032030786,0.072276622,0.008075626
324,1782712635.339126587,3,0,21,9.942121794,0.135471794,1.261498977,1,0.826802900,1,94,-0.014871446,0.019442780,0.999700364,-0.002843946,0.021933608,0.999755384,-0.020587372,0.003920605,0.999780370,-0.007360815,0.006022157,0.999954775,-0.019500876,0.007738110,0.999779895,-0.006568001,0.009911194,0.999929312,-0.013707072,-0.002644193,0.999902557,1,-0.006585694,0.007816696,0.999947763,0.947760128,nan,nan,nan,nan,1.267326374,0.544914804,0.836849260,0.112001691,-0.151515490,0.785381976,4.361094701,1.079607834,0.073360868,0.006401933
325,1782712635.439300776,3,0,21,9.737711291,0.068938709,1.535540242,1,0.818655353,1,103,-0.016166614,0.019886427,0.999671531,-0.001329217,0.022829246,0.999738495,-0.018323971,0.010807330,0.999773691,-0.002770916,0.013610303,0.999903536,-0.024193757,-0.012034740,0.999634847,-0.006845247,-0.009619698,0.999930300,-0.016622703,-0.002977673,0.999857399,1,-0.006585694,0.007816696,0.999947763,0.534711987,nan,nan,nan,nan,1.310348914,0.795835547,0.911446572,0.397454981,-0.170631942,0.952454588,4.464320095,1.156999373,0.083185082,0.008407559
326,1782712635.539244175,3,0,21,9.893320383,0.086670383,1.976357604,1,0.886878721,1,102,-0.011413555,0.016128551,0.999804781,-0.001214977,0.020560417,0.999787874,-0.009375269,0.011659246,0.999888077,0.001193591,0.016279202,0.999866773,-0.017550709,0.030363691,0.999384820,-0.008534583,0.034225533,0.999377693,-0.011937330,-0.004461850,0.999918793,1,-0.006585694,0.007816696,0.999947763,0.281486635,nan,nan,nan,nan,1.180163603,0.935274831,0.792414557,0.658625594,-0.255664215,0.683974851,4.832126015,1.216172771,0.086933889,0.002129651
327,1782712635.639325857,3,0,21,9.677029245,0.129620755,1.685573375,1,0.893681675,1,96,-0.009993512,0.025277520,0.999630520,0.000623742,0.026865648,0.999638859,-0.005829785,0.016296480,0.999850208,0.005540595,0.018272829,0.999817686,-0.018109705,-0.005174299,0.999822617,-0.004863091,-0.004166615,0.999979495,-0.012909797,-0.001437579,0.999915632,1,-0.006585694,0.007816696,0.999947763,0.567328789,nan,nan,nan,nan,1.539888445,1.094092598,1.167131069,0.917448399,-0.082374123,0.739697455,4.890609666,1.288425689,0.094942007,0.011088542
328,1782712635.739143848,3,0,21,9.764922445,0.041727555,2.131651538,1,0.883789999,1,103,-0.008540115,0.020824271,0.999746676,0.002193035,0.022788254,0.999737909,-0.004944880,0.025457655,0.999663671,0.005364871,0.027719953,0.999601332,-0.023314779,-0.000523021,0.999728037,-0.010643039,0.000222995,0.999943336,-0.012734299,-0.001682667,0.999917500,1,-0.006585694,0.007816696,0.999947763,0.336053047,nan,nan,nan,nan,1.311817538,1.617923201,0.994482472,1.330323423,-0.096417581,0.729641303,5.051850809,1.342923129,0.101942005,0.013005673
329,1782712635.839127779,3,0,21,9.820077837,0.013427837,1.443604581,1,0.924292428,1,100,-0.005343165,0.021563565,0.999753201,0.000558436,0.021817652,0.999761811,0.004997852,0.021728961,0.999751406,0.010840972,0.022925130,0.999678404,-0.004872017,0.012453618,0.999910581,0.001859415,0.012788731,0.999916492,-0.007890216,-0.000112333,0.999968865,1,-0.006585694,0.007816696,0.999947763,0.592575095,nan,nan,nan,nan,1.250568074,1.453130039,0.900665253,1.321595904,-0.006436385,0.452080755,5.230985195,1.415912132,0.107468343,0.012228661
330,1782712635.939080477,3,0,21,9.482386780,0.324263220,1.021134321,1,0.905088695,1,103,-0.002666373,0.016412392,0.999861752,0.003616450,0.021613583,0.999759858,-0.002535837,0.020707457,0.999782362,0.003329791,0.025900608,0.999658977,-0.025255842,0.016168686,0.999550257,-0.018844985,0.019182582,0.999638382,-0.008359970,-0.004750260,0.999953772,1,-0.006585694,0.007816696,0.999947763,0.246244936,nan,nan,nan,nan,1.255683235,1.496378909,0.983220209,1.181798418,-0.272180410,0.478996554,5.555273766,1.471065870,0.108131012,0.013409137
331,1782712636.039057016,4,0,21,10.045767864,0.239117864,1.501165595,1,0.914811109,1,129,-0.000597036,0.019662646,0.999806493,0.002308721,0.025930869,0.999661072,-0.004669231,0.011665606,0.999921053,-0.000944838,0.017568513,0.999845215,0.000676821,0.011411183,0.999934661,0.004399931,0.017848559,0.999831021,-0.005481893,-0.005910138,0.999967509,1,-0.006585694,0.007816696,0.999947763,0.514224734,nan,nan,nan,nan,1.491774966,1.008108330,1.156367218,0.645510234,-0.338633016,0.314090889,5.723119998,1.549531291,0.118618310,0.011114642
332,1782712636.139361143,4,0,21,9.751456613,0.055193387,1.761122753,1,0.940817445,1,103,-0.007495211,0.017237567,0.999823328,-0.001090173,0.023250155,0.999729084,-0.007466212,0.015140256,0.999857504,-0.000846015,0.021167142,0.999775593,0.011624521,-0.003821048,0.999925132,0.020088105,0.004262877,0.999789126,-0.008795742,-0.006003040,0.999943298,1,-0.006585694,0.007816696,0.999947763,0.120194533,nan,nan,nan,nan,1.333719803,1.213846980,0.938752873,0.832686595,-0.343964222,0.503965381,5.881888329,1.602073640,0.133599170,0.012466623
333,1782712636.239435196,4,0,21,9.565053646,0.241596354,2.783347126,1,0.791926028,1,100,-0.007411839,0.015428429,0.999853503,-0.000309437,0.020286316,0.999794164,-0.008824569,0.011109958,0.999899343,-0.001246751,0.015840845,0.999873749,0.019679887,0.019384257,0.999618404,0.026193040,0.027144033,0.999288310,-0.009297472,-0.004773271,0.999945385,1,-0.006585694,0.007816696,0.999947763,0.260346985,nan,nan,nan,nan,1.162535260,0.910458642,0.799906479,0.552235815,-0.273501143,0.532713575,6.201470073,1.673410678,0.140378105,0.008845904
334,1782712636.339159727,4,0,21,10.134438673,0.327788673,2.269563441,1,0.945899371,1,111,-0.007853194,0.018380828,0.999800216,0.000775633,0.024370433,0.999702696,-0.013770850,0.012791540,0.999823354,-0.004484626,0.018159634,0.999825043,-0.002950160,-0.001201905,0.999994926,0.007823339,0.005454104,0.999954523,-0.011330128,-0.005754308,0.999919255,1,-0.006585694,0.007816696,0.999947763,0.466387938,nan,nan,nan,nan,1.397168446,1.071791039,1.038120429,0.604754027,-0.329720534,0.649182398,6.367811795,1.750847779,0.151077408,0.007158143
335,1782712636.438763857,4,0,21,9.757425246,0.049224754,1.985722823,1,0.781820883,1,126,-0.012375120,0.014781267,0.999814168,-0.001162658,0.021857086,0.999760429,-0.009437920,-0.000102161,0.999955457,0.003496239,0.007420472,0.999966356,-0.012695347,-0.028130878,0.999523627,0.003533185,-0.020799542,0.999777423,-0.013777224,-0.007062979,0.999880144,1,-0.006585694,0.007816696,0.999947763,0.869250704,nan,nan,nan,nan,1.254189418,0.469995157,0.862451303,0.578101529,-0.404720683,0.789401766,6.709369493,1.809179886,0.155400362,0.004504053
336,1782712636.639468908,4,0,21,9.405739842,0.400910158,1.457653360,1,0.776096110,1,122,-0.015186624,0.013651379,0.999791481,-0.005057288,0.022739553,0.999728631,-0.000717881,0.012908144,0.999916429,0.009393435,0.023781691,0.999673044,0.006002051,0.000888975,0.999981592,0.017541383,0.012681037,0.999765718,-0.012966478,-0.009539174,0.999870429,1,-0.006585694,0.007816696,0.999947763,0.830129057,nan,nan,nan,nan,1.334833797,1.465190961,0.859589297,1.294315050,-0.546608675,0.742945274,7.060501823,1.957327491,0.171643799,0.011530396
337,1782712636.739451647,4,0,21,10.175432286,0.368782286,2.028841429,1,0.935204655,1,117,-0.011010778,0.015823932,0.999814166,-0.001227515,0.023913145,0.999713286,-0.012595756,0.005573844,0.999905135,-0.001511241,0.013546532,0.999907099,-0.022024638,0.024541799,0.999456160,-0.013252628,0.031175972,0.999426049,-0.012797904,-0.008055527,0.999885655,1,-0.006585694,0.007816696,0.999947763,0.594292013,nan,nan,nan,nan,1.372057355,0.780998183,0.972118113,0.438539319,-0.461590512,0.733285909,7.210381870,2.031005126,0.179448430,0.002422135
338,1782712636.939167261,5,0,21,9.630438899,0.176211101,1.889887392,1,0.933589420,1,119,-0.006224718,0.018858989,0.999802776,0.001977383,0.025535997,0.999671948,-0.001995792,0.019596100,0.999805986,0.006070439,0.026828867,0.999621609,-0.036266416,0.000617464,0.999341966,-0.025373533,0.003458936,0.999672056,-0.011583620,-0.006188459,0.999913758,1,-0.006585694,0.007816696,0.999947763,0.245953022,nan,nan,nan,nan,1.467645313,1.576237274,1.127706218,1.308765805,-0.354598626,0.663707380,7.641516560,2.165201472,0.209516787,0.008730828
339,1782712637.039295673,5,0,21,9.703170392,0.103479608,1.964063731,1,0.895626119,1,116,-0.009968563,0.015112250,0.999836110,-0.003012940,0.024958039,0.999683959,0.020177845,0.004001282,0.999788400,0.028387448,0.018159957,0.999432023,-0.015572862,-0.007668905,0.999849326,-0.005382673,0.001619582,0.999984202,-0.010469113,-0.010023927,0.999894954,1,-0.006585694,0.007816696,0.999947763,1.840925576,nan,nan,nan,nan,1.440524262,1.931183453,1.003359565,2.089935454,-0.574369789,0.599846935,8.016868467,2.241784073,0.203574014,0.013151973
340,1782712637.139668226,5,0,21,9.924201795,0.117551795,2.058529957,1,0.958027271,1,124,-0.008433277,0.016586078,0.999826876,-0.002285122,0.024977879,0.999685392,0.019075570,0.018143750,0.999653403,0.024713035,0.030462912,0.999230342,-0.027653674,0.020309202,0.999411232,-0.021843679,0.025901743,0.999425812,-0.009757207,-0.008462962,0.999916584,1,-0.006585694,0.007816696,0.999947763,1.578746848,nan,nan,nan,nan,1.437254341,2.248093161,1.013792324,2.213992210,-0.484920860,0.559055680,8.246011436,2.315197992,0.224784010,0.008705432
341,1782712637.239441156,5,0,21,9.734506110,0.072143890,1.092812114,1,0.909278571,1,106,-0.007630433,0.015590354,0.999849347,0.001453311,0.024318268,0.999703211,-0.002247642,0.006955260,0.999973286,0.008064997,0.016583658,0.999829955,-0.037523207,-0.018208216,0.999129856,-0.023069637,-0.013563921,0.999641842,-0.012695933,-0.008240670,0.999885446,1,-0.006585694,0.007816696,0.999947763,0.583054700,nan,nan,nan,nan,1.395958134,1.056638039,1.051805562,0.978271250,-0.472199042,0.727442931,8.572901144,2.366981763,0.225578278,0.021230239
342,1782712637.339422703,5,0,21,9.634193321,0.172456679,1.816870064,1,0.786341761,1,145,-0.006686046,0.014027936,0.999879250,0.002728647,0.023042590,0.999730761,0.019378238,0.003301802,0.999806772,0.030122513,0.016418680,0.999411357,-0.018007651,-0.071966974,0.997244443,0.004640933,-0.063695223,0.997958607,-0.012901760,-0.008329251,0.999882077,1,-0.006585694,0.007816696,0.999947763,1.614942994,nan,nan,nan,nan,1.329586951,1.966005853,1.022758271,2.160546861,-0.477276194,0.739236915,8.777039738,2.441396246,0.251280890,0.009634252
343,1782712637.439260960,5,0,21,9.996095096,0.189445096,1.600755121,1,0.947451893,1,119,-0.008649146,0.012324722,0.999886640,0.001593304,0.022285903,0.999750369,-0.000111871,0.006969756,0.999975705,0.010842431,0.018283186,0.999774058,-0.034974889,0.022438802,0.999136256,-0.025965943,0.028298557,0.999262209,-0.013593420,-0.009465551,0.999862802,1,-0.006585694,0.007816696,0.999947763,0.577436644,nan,nan,nan,nan,1.280253886,1.217991924,0.952384903,1.164854825,-0.542394364,0.778869571,8.687855308,2.508152049,0.248181538,0.014511264
344,1782712637.539035082,5,0,21,9.725248006,0.081401994,1.922885800,1,0.932208410,1,133,-0.009923166,0.017230064,0.999802308,0.001556027,0.023199940,0.999729634,0.011879180,0.011465602,0.999863703,0.023945991,0.020514221,0.999502755,-0.041885111,0.015095450,0.999008391,-0.029808638,0.016649152,0.999416955,-0.014684173,-0.005530841,0.999876885,1,-0.006585694,0.007816696,0.999947763,1.292139384,nan,nan,nan,nan,1.332365174,1.806928864,0.997320297,1.894843937,-0.316929619,0.841371398,7.969435569,2.576815782,0.259786812,0.012165488
345,1782712637.639343262,5,0,21,10.039518499,0.232868499,2.000963002,1,0.911662920,1,119,-0.007816136,0.015432569,0.999850361,0.004716253,0.022191899,0.999742605,0.018989247,0.013320025,0.999730957,0.031564526,0.023572708,0.999223703,-0.046804165,0.004379485,0.998894484,-0.032517069,0.006168598,0.999452144,-0.015374020,-0.005960605,0.999864046,1,-0.006585694,0.007816696,0.999947763,1.540659137,nan,nan,nan,nan,1.300010524,2.257770284,1.047795324,2.365460609,-0.341559876,0.880901173,7.452563149,2.617071401,0.264191196,0.020046882
