accepted_step,timestamp,dt_from_previous_s,previous_world_z,current_world_z,previous_roll_deg,previous_pitch_deg,previous_yaw_deg,local_dx,local_dy,local_dz,pitch_step_m,roll_step_m,local_z_step_m,world_z_step_m,reconstructed_step_m,step_closure_error_m,cumulative_pitch_m,cumulative_roll_m,cumulative_local_z_m,cumulative_world_z_m,cumulative_sum_m,cumulative_closure_error_m,max_abs_step_closure_error_m
163,1782712616.939048290,0.100057602,-0.003436974,0.010183933,-0.074306840,-0.104671641,-0.062547142,-0.016623440,0.001648980,0.013653448,-0.000030369,-0.000002139,0.013653414,0.013620907,0.013620907,0.000000000,-0.003516223,-0.001829500,0.015529656,0.010183933,0.010183933,0.000000000,0.000000000
164,1782712617.038916588,0.099868298,0.010183933,0.004018391,-0.041032841,0.116779078,-0.085252832,0.012073786,0.003170133,-0.006138677,-0.000024609,-0.000002270,-0.006138663,-0.006165542,-0.006165542,-0.000000000,-0.003540831,-0.001831771,0.009390993,0.004018391,0.004018391,-0.000000000,0.000000000
165,1782712617.138871670,0.099955082,0.004018391,-0.001453086,-0.041260477,0.013614748,-0.069794187,-0.002077088,-0.005767858,-0.005476125,0.000000494,0.000004154,-0.005476124,-0.005471477,-0.005471477,-0.000000000,-0.003540338,-0.001827617,0.003914869,-0.001453086,-0.001453086,-0.000000000,0.000000000
166,1782712617.239146948,0.100275278,-0.001453086,0.001794429,-0.013863402,-0.037366928,-0.058064205,0.004090577,0.006357289,0.003246386,0.000002668,-0.000001538,0.003246385,0.003247514,0.003247514,0.000000000,-0.003537670,-0.001829155,0.007161254,0.001794429,0.001794429,-0.000000000,0.000000000
167,1782712617.339002132,0.099855185,0.001794429,-0.000366435,-0.028041021,-0.002661381,-0.106075131,-0.013641587,0.000481686,-0.002159994,-0.000000634,-0.000000236,-0.002159994,-0.002160863,-0.002160863,-0.000000000,-0.003538304,-0.001829391,0.005001260,-0.000366435,-0.000366435,-0.000000000,0.000000000
168,1782712617.439451933,0.100449800,-0.000366435,0.008975283,0.117752583,0.012544232,-0.032036438,-0.000748700,-0.005382501,0.009352635,0.000000164,-0.000011062,0.009352615,0.009341717,0.009341717,0.000000000,-0.003538140,-0.001840453,0.014353875,0.008975283,0.008975283,0.000000000,0.000000000
169,1782712617.639015675,0.199563742,0.008975283,0.007601702,-0.024830687,0.173212028,0.017722674,0.008236292,-0.002152629,-0.001349620,-0.000024899,0.000000933,-0.001349614,-0.001373580,-0.001373580,-0.000000000,-0.003563039,-0.001839520,0.013004261,0.007601702,0.007601702,0.000000000,0.000000000
170,1782712617.739058971,0.100043297,0.007601702,-0.006273850,-0.040193970,0.172555152,-0.016058868,-0.003499690,0.013438937,-0.013876731,0.000010540,-0.000009428,-0.013876664,-0.013875552,-0.013875552,-0.000000000,-0.003552499,-0.001848948,-0.000872403,-0.006273850,-0.006273850,-0.000000000,0.000000000
171,1782712617.839366913,0.100307941,-0.006273850,-0.001826025,0.172884779,-0.071676461,0.005281687,-0.002559494,-0.012225977,0.004487942,-0.000003202,-0.000036891,0.004487918,0.004447825,0.004447825,0.000000000,-0.003555701,-0.001885838,0.003615515,-0.001826025,-0.001826025,-0.000000000,0.000000000
172,1782712617.938961744,0.099594831,-0.001826025,-0.008450722,0.005008873,0.081948371,0.042812284,0.005476949,0.012237678,-0.006617940,-0.000007834,0.000001070,-0.006617934,-0.006624697,-0.006624697,-0.000000000,-0.003563534,-0.001884768,-0.003002419,-0.008450722,-0.008450722,-0.000000000,0.000000000
173,1782712618.038594246,0.099632502,-0.008450722,-0.002722723,0.114286757,-0.120998590,-0.090413230,0.006354108,-0.018480671,0.005751468,0.000013419,-0.000036863,0.005751443,0.005727999,0.005727999,0.000000000,-0.003550116,-0.001921631,0.002749024,-0.002722723,-0.002722723,-0.000000000,0.000000000
174,1782712618.239370108,0.200775862,-0.002722723,0.005704501,-0.195850500,-0.064652093,-0.058787205,-0.015284468,0.002672338,0.008453660,-0.000017247,-0.000009135,0.008453605,0.008427223,0.008427223,0.000000000,-0.003567363,-0.001930766,0.011202629,0.005704501,0.005704501,-0.000000000,0.000000000
175,1782712618.339290380,0.099920273,0.005704501,-0.010440051,-0.185453072,-0.020105157,-0.104373451,0.019123645,0.015627662,-0.016100765,0.000006711,-0.000050583,-0.016100679,-0.016144552,-0.016144552,-0.000000000,-0.003560652,-0.001981349,-0.004898050,-0.010440051,-0.010440051,-0.000000000,0.000000000
176,1782712618.439310074,0.100019693,-0.010440051,0.000797470,0.052535793,-0.175379355,-0.056956995,-0.008394997,-0.009974325,0.011272421,-0.000025697,-0.000009146,0.011272364,0.011237522,0.011237522,0.000000000,-0.003586349,-0.001990495,0.006374314,0.000797470,0.000797470,-0.000000000,0.000000000
177,1782712618.639067411,0.199757338,0.000797470,0.001248935,-0.120252246,0.017395669,-0.118900512,-0.001401689,-0.004859095,0.000440842,0.000000426,0.000010198,0.000440841,0.000451464,0.000451464,0.000000000,-0.003585923,-0.001980296,0.006815154,0.001248935,0.001248935,-0.000000000,0.000000000
178,1782712618.739516020,0.100448608,0.001248935,0.013621954,-0.094601229,0.024203536,-0.037072110,-0.008168441,0.009707298,0.012385615,0.000003451,-0.000016028,0.012385597,0.012373019,0.012373019,0.000000000,-0.003582472,-0.001996324,0.019200751,0.013621954,0.013621954,0.000000000,0.000000000
179,1782712618.839705944,0.100189924,0.013621954,0.003471702,0.001617172,0.116882338,-0.117051557,0.006204313,-0.003429990,-0.010137520,-0.000012657,-0.000000097,-0.010137498,-0.010150252,-0.010150252,-0.000000000,-0.003595129,-0.001996421,0.009063252,0.003471702,0.003471702,-0.000000000,0.000000000
180,1782712618.939820528,0.100114584,0.003471702,0.011031008,-0.001207335,0.041805226,-0.060024498,-0.004039967,0.000318493,0.007556367,0.000002948,-0.000000007,0.007556365,0.007559306,0.007559306,0.000000000,-0.003592181,-0.001996428,0.016619617,0.011031008,0.011031008,0.000000000,0.000000000
181,1782712619.039381981,0.099561453,0.011031008,0.005632091,0.008946605,0.169416203,-0.001958678,0.001398226,-0.001182137,-0.005394622,-0.000004134,-0.000000185,-0.005394598,-0.005398917,-0.005398917,-0.000000000,-0.003596316,-0.001996612,0.011225019,0.005632091,0.005632091,-0.000000000,0.000000000
182,1782712619.139519691,0.100137711,0.005632091,0.005569721,-0.034210111,0.073393984,-0.077980966,0.000252694,0.001945012,-0.000060885,-0.000000324,-0.000001161,-0.000060884,-0.000062369,-0.000062369,0.000000000,-0.003596639,-0.001997774,0.011164134,0.005569721,0.005569721,-0.000000000,0.000000000
183,1782712619.239204168,0.099684477,0.005569721,0.006225469,-0.012441828,0.100314446,-0.051046229,-0.005610867,0.006281872,0.000647289,0.000009824,-0.000001364,0.000647288,0.000655748,0.000655748,0.000000000,-0.003586816,-0.001999138,0.011811423,0.006225469,0.006225469,-0.000000000,0.000000000
184,1782712619.339675426,0.100471258,0.006225469,0.003062119,0.126205910,0.111871160,0.035946830,0.014686951,-0.007219466,-0.003118784,-0.000028677,-0.000015902,-0.003118771,-0.003163350,-0.003163350,-0.000000000,-0.003615492,-0.002015040,0.008692652,0.003062119,0.003062119,-0.000000000,0.000000000
185,1782712619.439366579,0.099691153,0.003062119,-0.006316536,-0.026104492,0.052566170,-0.082145906,0.003493377,0.006131223,-0.009372662,-0.000003205,-0.000002793,-0.009372657,-0.009378656,-0.009378656,-0.000000000,-0.003618697,-0.002017834,-0.000680005,-0.006316536,-0.006316536,-0.000000000,0.000000000
186,1782712619.538365841,0.098999262,-0.006316536,0.002247684,0.083805711,-0.044175255,-0.034912340,-0.017030750,-0.011897179,0.008594765,-0.000013131,-0.000017402,0.008594753,0.008564220,0.008564220,0.000000000,-0.003631828,-0.002035235,0.007914748,0.002247684,0.002247684,-0.000000000,0.000000000
187,1782712619.639607191,0.101241350,0.002247684,-0.001978945,-0.081990903,0.005605269,-0.046800574,-0.002556863,0.021854874,-0.004195609,0.000000250,-0.000031275,-0.004195605,-0.004226629,-0.004226629,-0.000000000,-0.003631578,-0.002066510,0.003719143,-0.001978945,-0.001978945,-0.000000000,0.000000000
188,1782712619.739148140,0.099540949,-0.001978945,-0.006190117,0.182995513,0.045450373,-0.111155864,0.018884484,-0.015878205,-0.004145500,-0.000014980,-0.000050713,-0.004145478,-0.004211171,-0.004211171,-0.000000000,-0.003646558,-0.002117223,-0.000426335,-0.006190117,-0.006190117,-0.000000000,0.000000000
189,1782712619.840453386,0.101305246,-0.006190117,-0.006027666,0.006321423,-0.012700423,-0.022616085,-0.018470019,0.011309697,0.000165297,-0.000004094,0.000001248,0.000165297,0.000162451,0.000162451,0.000000000,-0.003650652,-0.002115975,-0.000261038,-0.006027666,-0.006027666,-0.000000000,0.000000000
190,1782712619.939512730,0.099059343,-0.006027666,-0.003041065,0.194562410,0.026693279,0.058418182,0.012811125,-0.012824180,0.003036135,-0.000005969,-0.000043548,0.003036117,0.002986601,0.002986601,0.000000000,-0.003656621,-0.002159523,0.002775079,-0.003041065,-0.003041065,-0.000000000,0.000000000
191,1782712620.039260626,0.099747896,-0.003041065,-0.015468931,-0.124554906,-0.073302825,-0.068426133,0.003586851,0.008167007,-0.012414741,0.000004589,-0.000017754,-0.012414701,-0.012427867,-0.012427867,-0.000000000,-0.003652032,-0.002177277,-0.009639622,-0.015468931,-0.015468931,-0.000000000,0.000000000
192,1782712620.139202595,0.099941969,-0.015468931,-0.008915134,0.076766079,-0.183675747,0.051063153,0.008690192,-0.016144850,0.006547609,0.000027859,-0.000021631,0.006547570,0.006553797,0.006553797,0.000000000,-0.003624174,-0.002198908,-0.003092053,-0.008915134,-0.008915134,-0.000000000,0.000000000
193,1782712620.239096165,0.099893570,-0.008915134,-0.004243052,-0.224258632,-0.148379276,-0.053886128,-0.015459918,0.010011467,0.004751356,-0.000040037,-0.000039185,0.004751303,0.004672082,0.004672082,0.000000000,-0.003664210,-0.002238093,0.001659251,-0.004243052,-0.004243052,-0.000000000,0.000000000
194,1782712620.339057684,0.099961519,-0.004243052,0.001320970,0.091901444,-0.097070586,0.077094731,-0.000594951,-0.005123196,0.005573263,-0.000001008,-0.000008218,0.005573248,0.005564023,0.005564023,0.000000000,-0.003665218,-0.002246311,0.007232499,0.001320970,0.001320970,-0.000000000,0.000000000
195,1782712620.439104319,0.100046635,0.001320970,0.001237714,-0.215889139,-0.067174252,-0.147091860,-0.000500030,0.010412822,-0.000043435,-0.000000586,-0.000039235,-0.000043435,-0.000083256,-0.000083256,-0.000000000,-0.003665804,-0.002285546,0.007189065,0.001237714,0.001237714,-0.000000000,0.000000000
196,1782712620.538681030,0.099576712,0.001237714,0.008023460,0.051075488,-0.074541232,-0.032216463,-0.002812184,-0.014006952,0.006801899,-0.000003659,-0.000012486,0.006801891,0.006785746,0.006785746,0.000000000,-0.003669463,-0.002298032,0.013990955,0.008023460,0.008023460,0.000000000,0.000000000
197,1782712620.639393568,0.100712538,0.008023460,0.007481618,-0.116256869,0.148806337,0.015330597,0.003336378,0.008220380,-0.000516500,-0.000008665,-0.000016680,-0.000516497,-0.000541842,-0.000541842,-0.000000000,-0.003678128,-0.002314712,0.013474458,0.007481618,0.007481618,0.000000000,0.000000000
198,1782712620.739122629,0.099729061,0.007481618,0.003463852,-0.004749708,0.046562464,-0.020413843,0.000724787,-0.005160490,-0.004017606,-0.000000589,0.000000428,-0.004017605,-0.004017766,-0.004017766,-0.000000000,-0.003678717,-0.002314284,0.009456853,0.003463852,0.003463852,-0.000000000,0.000000000
199,1782712620.839314461,0.100191832,0.003463852,0.010255821,-0.073421035,0.041331900,-0.034916004,0.000845396,0.006013449,0.006800292,-0.000000610,-0.000007706,0.006800285,0.006791969,0.006791969,0.000000000,-0.003679327,-0.002321990,0.016257138,0.010255821,0.010255821,0.000000000,0.000000000
200,1782712620.938517809,0.099203348,0.010255821,0.000091896,-0.033277967,0.109602930,-0.064402850,-0.001447842,0.001080595,-0.010166087,0.000002770,-0.000000628,-0.010166067,-0.010163925,-0.010163925,-0.000000000,-0.003676557,-0.002322617,0.006091071,0.000091896,0.000091896,-0.000000000,0.000000000
201,1782712621.038654089,0.100136280,0.000091896,0.006928994,0.029749201,-0.009238110,-0.035568832,0.008451381,-0.006529490,0.006839126,0.000001363,-0.000003390,0.006839125,0.006837097,0.006837097,0.000000000,-0.003675195,-0.002326008,0.012930196,0.006928994,0.006928994,0.000000000,0.000000000
202,1782712621.139145851,0.100491762,0.006928994,0.000280680,-0.059334022,0.029597980,-0.046010659,-0.012833069,0.009364788,-0.006645250,0.000006629,-0.000009698,-0.006645245,-0.006648314,-0.006648314,-0.000000000,-0.003668565,-0.002335706,0.006284951,0.000280680,0.000280680,-0.000000000,0.000000000
203,1782712621.239641905,0.100496054,0.000280680,0.014362692,0.089020991,0.051525528,0.052634763,-0.002579927,-0.008532598,0.014092972,0.000002320,-0.000013257,0.014092949,0.014082012,0.014082012,0.000000000,-0.003666245,-0.002348963,0.020377900,0.014362692,0.014362692,0.000000000,0.000000000
204,1782712621.339007616,0.099365711,0.014362692,0.000284010,-0.039812341,0.221997311,0.003967719,0.002686559,0.015317118,-0.014057738,-0.000010409,-0.000010643,-0.014057629,-0.014078682,-0.014078682,-0.000000000,-0.003676655,-0.002359606,0.006320271,0.000284010,0.000284010,-0.000000000,0.000000000
205,1782712621.439133883,0.100126266,0.000284010,0.000036219,0.196239145,0.058562684,-0.019142713,0.007196039,-0.016899575,-0.000182555,-0.000007355,-0.000057881,-0.000182554,-0.000247791,-0.000247791,-0.000000000,-0.003684010,-0.002417487,0.006137716,0.000036219,0.000036219,-0.000000000,0.000000000
206,1782712621.539221287,0.100087404,0.000036219,-0.003002341,-0.028731877,-0.025280486,-0.070781434,-0.000221716,0.019315110,-0.003028777,-0.000000098,-0.000009686,-0.003028777,-0.003038560,-0.003038560,-0.000000000,-0.003684108,-0.002427173,0.003108939,-0.003002341,-0.003002341,-0.000000000,0.000000000
207,1782712621.639066935,0.099845648,-0.003002341,-0.004016877,0.199316059,-0.016957956,-0.022766481,0.002795320,-0.023928725,-0.000932128,0.000000827,-0.000083241,-0.000932122,-0.001014536,-0.001014536,-0.000000000,-0.003683280,-0.002510414,0.002176817,-0.004016877,-0.004016877,-0.000000000,0.000000000
208,1782712621.739200830,0.100133896,-0.004016877,0.003373446,-0.083158604,-0.096520469,0.014256872,-0.018456527,0.022180291,0.007453625,-0.000031092,-0.000032192,0.007453607,0.007390323,0.007390323,0.000000000,-0.003714372,-0.002542606,0.009630424,0.003373446,0.003373446,-0.000000000,0.000000000
209,1782712621.839151621,0.099950790,0.003373446,-0.005913757,0.174612833,0.109711804,-0.002890823,0.013651016,-0.017273368,-0.009208481,-0.000026139,-0.000052642,-0.009208421,-0.009287202,-0.009287202,-0.000000000,-0.003740511,-0.002595248,0.000422003,-0.005913757,-0.005913757,-0.000000000,0.000000000
210,1782712621.939957142,0.100805521,-0.005913757,-0.007278516,-0.079145318,-0.074799285,-0.075747959,-0.004248913,0.016308429,-0.001336687,-0.000005547,-0.000022528,-0.001336685,-0.001364759,-0.001364759,-0.000000000,-0.003746058,-0.002617775,-0.000914682,-0.007278516,-0.007278516,-0.000000000,0.000000000
211,1782712622.039085388,0.099128246,-0.007278516,-0.000969877,0.118051188,0.013531443,0.003166859,0.003308053,-0.015077235,0.006340499,-0.000000781,-0.000031065,0.006340485,0.006308639,0.006308639,0.000000000,-0.003746840,-0.002648840,0.005425803,-0.000969877,-0.000969877,-0.000000000,0.000000000
212,1782712622.139176607,0.100091219,-0.000969877,-0.004013757,-0.204046124,-0.062910689,-0.082404265,0.006545037,0.007942105,-0.003022804,0.000007186,-0.000028284,-0.003022783,-0.003043880,-0.003043880,-0.000000000,-0.003739653,-0.002677124,0.002403021,-0.004013757,-0.004013757,-0.000000000,0.000000000
213,1782712622.239000082,0.099823475,-0.004013757,-0.004909394,0.063528121,-0.034335995,0.033029222,-0.002576520,-0.006450539,-0.000886942,-0.000001544,-0.000007152,-0.000886941,-0.000895637,-0.000895637,-0.000000000,-0.003741197,-0.002684276,0.001516080,-0.004909394,-0.004909394,-0.000000000,0.000000000
214,1782712622.339193344,0.100193262,-0.004909394,0.003496681,-0.189424855,-0.109510406,-0.148003498,-0.007147794,0.005201679,0.008436995,-0.000013662,-0.000017197,0.008436934,0.008406075,0.008406075,0.000000000,-0.003754859,-0.002701474,0.009953013,0.003496681,0.003496681,-0.000000000,0.000000000
215,1782712622.439186573,0.099993229,0.003496681,0.002400926,0.022223327,0.025679352,-0.005250431,0.008125141,-0.006480767,-0.001089600,-0.000003642,-0.000002514,-0.001089600,-0.001095755,-0.001095755,-0.000000000,-0.003758500,-0.002703987,0.008863414,0.002400926,0.002400926,-0.000000000,0.000000000
216,1782712622.539144039,0.099957466,0.002400926,0.006288130,-0.175782621,-0.040998377,-0.137387737,-0.012784698,0.006240496,0.003915517,-0.000009148,-0.000019146,0.003915498,0.003887204,0.003887204,0.000000000,-0.003767649,-0.002723133,0.012778912,0.006288130,0.006288130,-0.000000000,0.000000000
217,1782712622.639158964,0.100014925,0.006288130,-0.000297319,0.087508608,0.109404532,-0.003821026,0.021942019,-0.003207182,-0.006538672,-0.000041898,-0.000004898,-0.006538652,-0.006585448,-0.006585448,-0.000000000,-0.003809546,-0.002728031,0.006240259,-0.000297319,-0.000297319,-0.000000000,0.000000000
218,1782712622.739386559,0.100227594,-0.000297319,0.005538178,-0.096543417,-0.071408333,-0.092523253,-0.011239119,0.000913604,0.005851056,-0.000014007,-0.000001539,0.005851044,0.005835497,0.005835497,0.000000000,-0.003823554,-0.002729571,0.012091303,0.005538178,0.005538178,0.000000000,0.000000000
219,1782712622.839349508,0.099962950,0.005538178,0.002772013,0.023929296,0.106606591,-0.015620832,-0.000770157,0.000358900,-0.002767753,0.000001433,0.000000150,-0.002767748,-0.002766165,-0.002766165,-0.000000000,-0.003822121,-0.002729421,0.009323555,0.002772013,0.002772013,-0.000000000,0.000000000
220,1782712622.938895941,0.099546432,0.002772013,0.003460950,-0.020439378,0.045973377,-0.054374896,0.002910607,-0.006718387,0.000688876,-0.000002335,0.000002397,0.000688875,0.000688937,0.000688937,0.000000000,-0.003824456,-0.002727024,0.010012431,0.003460950,0.003460950,-0.000000000,0.000000000
221,1782712623.039095879,0.100199938,0.003460950,0.006996297,-0.050793193,-0.034745913,-0.031448826,-0.002000200,0.014609857,0.003549513,-0.000001213,-0.000012952,0.003549511,0.003535346,0.003535346,0.000000000,-0.003825669,-0.002739976,0.013561942,0.006996297,0.006996297,0.000000000,0.000000000
222,1782712623.139143467,0.100047588,0.006996297,-0.000238109,0.061120556,0.163986843,-0.116288876,0.010979750,-0.015033055,-0.007186977,-0.000031425,-0.000016037,-0.007186944,-0.007234406,-0.007234406,-0.000000000,-0.003857094,-0.002756013,0.006374998,-0.000238109,-0.000238109,-0.000000000,0.000000000
223,1782712623.238670349,0.099526882,-0.000238109,0.001291200,-0.005463386,-0.053825078,-0.023334943,-0.020056088,0.009919100,0.001549097,-0.000018841,-0.000000946,0.001549096,0.001529309,0.001529309,0.000000000,-0.003875936,-0.002756958,0.007924094,0.001291200,0.001291200,-0.000000000,0.000000000
224,1782712623.338568211,0.099897861,0.001291200,0.000197901,0.062361321,0.112461284,-0.017438621,0.014611411,-0.004224252,-0.001060025,-0.000028680,-0.000004598,-0.001060022,-0.001093299,-0.001093299,-0.000000000,-0.003904615,-0.002761556,0.006864072,0.000197901,0.000197901,-0.000000000,0.000000000
225,1782712623.439153671,0.100585461,0.000197901,0.002267389,0.131514056,-0.008700748,0.046516994,-0.005650888,0.007538347,0.002053049,-0.000000858,0.000017303,0.002053043,0.002069488,0.002069488,0.000000000,-0.003905473,-0.002744253,0.008917115,0.002267389,0.002267389,-0.000000000,0.000000000
226,1782712623.539449453,0.100295782,0.002267389,-0.010982885,0.008434237,0.142359335,-0.078453193,0.006501122,-0.006420733,-0.013233217,-0.000016153,-0.000000945,-0.013233176,-0.013250274,-0.013250274,-0.000000000,-0.003921626,-0.002745198,-0.004316061,-0.010982885,-0.010982885,-0.000000000,0.000000000
227,1782712623.639132261,0.099682808,-0.010982885,-0.000841436,0.136339155,-0.192186098,0.046675123,-0.013397589,0.012059962,0.010157777,-0.000044939,0.000028697,0.010157691,0.010141449,0.010141449,0.000000000,-0.003966565,-0.002716501,0.005841630,-0.000841436,-0.000841436,-0.000000000,0.000000000
228,1782712623.739315033,0.100182772,-0.000841436,-0.010122846,0.106799570,0.128523861,-0.047036991,-0.000786432,-0.008601754,-0.009267180,0.000001764,-0.000016034,-0.009267140,-0.009281410,-0.009281410,-0.000000000,-0.003964801,-0.002732534,-0.003425510,-0.010122846,-0.010122846,-0.000000000,0.000000000
229,1782712623.839215279,0.099900246,-0.010122846,-0.000193129,0.066737225,-0.160182871,0.038704129,0.005372858,-0.005911082,0.009921627,0.000015021,-0.000006885,0.009921581,0.009929717,0.009929717,0.000000000,-0.003949780,-0.002739420,0.006496071,-0.000193129,-0.000193129,-0.000000000,0.000000000
230,1782712623.939218760,0.100003481,-0.000193129,-0.016645421,0.000850408,0.149846320,0.055805962,0.007430306,0.008243027,-0.016433038,-0.000019433,0.000000122,-0.016432982,-0.016452292,-0.016452292,-0.000000000,-0.003969213,-0.002739297,-0.009936911,-0.016645421,-0.016645421,-0.000000000,0.000000000
231,1782712624.038941860,0.099723101,-0.016645421,0.007415203,-0.127213850,-0.369235084,-0.176244251,-0.009079523,-0.007597723,0.024102826,-0.000058511,0.000016869,0.024102266,0.024060624,0.024060624,0.000000000,-0.004027724,-0.002722428,0.014165355,0.007415203,0.007415203,0.000000000,0.000000000
232,1782712624.239384651,0.200442791,0.007415203,0.012901978,0.041022890,0.247648585,0.081957287,-0.014935467,0.008716032,0.005416032,0.000064555,0.000006240,0.005415980,0.005486775,0.005486775,0.000000000,-0.003963169,-0.002716188,0.019581335,0.012901978,0.012901978,0.000000000,0.000000000
233,1782712624.339356422,0.099971771,0.012901978,-0.001741436,0.090244149,0.362159117,-0.002579801,0.008125350,-0.007717221,-0.014580210,-0.000051359,-0.000012155,-0.014579901,-0.014643415,-0.014643415,-0.000000000,-0.004014528,-0.002728343,0.005001434,-0.001741436,-0.001741436,-0.000000000,0.000000000
234,1782712624.439328194,0.099971771,-0.001741436,0.004405117,-0.148032544,-0.050860235,-0.138083755,0.004632399,0.005399401,0.006156415,0.000004112,-0.000013950,0.006156392,0.006146553,0.006146553,0.000000000,-0.004010416,-0.002742293,0.011157826,0.004405117,0.004405117,0.000000000,0.000000000
235,1782712624.539237261,0.099909067,0.004405117,-0.005283543,0.061001337,0.159532782,-0.022942049,0.015640901,-0.011228423,-0.009633198,-0.000043550,-0.000011955,-0.009633155,-0.009688660,-0.009688660,-0.000000000,-0.004053966,-0.002754247,0.001524671,-0.005283543,-0.005283543,-0.000000000,0.000000000
236,1782712624.738854885,0.199617624,-0.005283543,0.004735120,-0.096097655,-0.156829380,-0.070426570,-0.008100744,0.002905737,0.010045761,-0.000022173,-0.000004874,0.010045710,0.010018663,0.010018663,0.000000000,-0.004076139,-0.002759121,0.011570380,0.004735120,0.004735120,0.000000000,0.000000000
237,1782712625.739022732,1.000167847,0.004735120,-0.002621955,-0.072878859,0.028487698,-0.037317882,0.002527766,0.006236345,-0.007347893,-0.000001257,-0.000007932,-0.007347886,-0.007357075,-0.007357075,-0.000000000,-0.004077396,-0.002767053,0.004222495,-0.002621955,-0.002621955,-0.000000000,0.000000000
238,1782712625.839087963,0.100065231,-0.002621955,-0.012569275,-0.008427469,0.131129492,-0.025783751,0.000683301,-0.000337531,-0.009945832,-0.000001564,0.000000050,-0.009945806,-0.009947320,-0.009947320,-0.000000000,-0.004078960,-0.002767004,-0.005723312,-0.012569275,-0.012569275,-0.000000000,0.000000000
239,1782712625.939082146,0.099994183,-0.012569275,0.005472981,-0.108738544,-0.230227697,-0.113387418,-0.008585014,0.003456346,0.018083491,-0.000034496,-0.000006560,0.018083312,0.018042256,0.018042256,0.000000000,-0.004113456,-0.002773563,0.012360001,0.005472981,0.005472981,0.000000000,0.000000000
240,1782712626.039035797,0.099953651,0.005472981,-0.013736537,0.053958546,0.222018994,-0.008860783,0.015294456,-0.006622436,-0.019144169,-0.000059265,-0.000006237,-0.019144016,-0.019209518,-0.019209518,-0.000000000,-0.004172722,-0.002779800,-0.006784016,-0.013736537,-0.013736537,-0.000000000,0.000000000
241,1782712626.139067650,0.100031853,-0.013736537,0.013711545,-0.109332595,-0.249335673,-0.153743002,-0.027647475,0.006715725,0.027581522,-0.000120314,-0.000012815,0.027581211,0.027448082,0.027448082,0.000000000,-0.004293036,-0.002792615,0.020797195,0.013711545,0.013711545,0.000000000,0.000000000
242,1782712626.239145517,0.100077868,0.013711545,-0.002805613,-0.000490861,0.301258428,-0.024152544,0.022470690,-0.010697385,-0.016399327,-0.000118149,0.000000092,-0.016399101,-0.016517158,-0.016517158,-0.000000000,-0.004411185,-0.002792523,0.004398095,-0.002805613,-0.002805613,-0.000000000,0.000000000
243,1782712626.338880062,0.099734545,-0.002805613,0.010688307,-0.074179816,-0.092252182,-0.016310137,-0.012142292,0.003240701,0.013517695,-0.000019550,-0.000004196,0.013517666,0.013493920,0.013493920,0.000000000,-0.004430735,-0.002796719,0.017915761,0.010688307,0.010688307,0.000000000,0.000000000
244,1782712626.439118624,0.100238562,0.010688307,-0.002585481,0.004101407,0.167048036,0.006107935,0.013327606,-0.007165932,-0.013234475,-0.000038857,-0.000000513,-0.013234418,-0.013273788,-0.013273788,-0.000000000,-0.004469592,-0.002797232,0.004681343,-0.002585481,-0.002585481,-0.000000000,0.000000000
245,1782712626.540266514,0.101147890,-0.002585481,0.008666731,-0.134982750,-0.105125866,-0.107826816,-0.007039024,0.011445597,0.011292143,-0.000012915,-0.000026965,0.011292092,0.011252212,0.011252212,0.000000000,-0.004482507,-0.002824196,0.015973435,0.008666731,0.008666731,0.000000000,0.000000000
246,1782712626.639057875,0.098791361,0.008666731,0.001934813,0.028168442,0.111283722,-0.043036300,0.002385436,-0.003273745,-0.006725689,-0.000004633,-0.000001609,-0.006725676,-0.006731918,-0.006731918,-0.000000000,-0.004487140,-0.002825806,0.009247759,0.001934813,0.001934813,-0.000000000,0.000000000
247,1782712626.739205837,0.100147963,0.001934813,-0.000063803,-0.053580462,0.035732172,-0.090551532,0.008256117,-0.006134528,-0.001999205,-0.000005149,0.000005737,-0.001999204,-0.001998616,-0.001998616,-0.000000000,-0.004492289,-0.002820069,0.007248556,-0.000063803,-0.000063803,-0.000000000,0.000000000
248,1782712626.838650942,0.099445105,-0.000063803,0.009322085,-0.026009383,-0.061227734,0.004869812,-0.007502555,0.006367394,0.009396802,-0.000008017,-0.000002890,0.009396796,0.009385888,0.009385888,0.000000000,-0.004500307,-0.002822960,0.016645351,0.009322085,0.009322085,0.000000000,0.000000000
249,1782712626.939371586,0.100720644,0.009322085,-0.004121490,-0.039051586,0.123288925,-0.081746402,-0.001849504,0.001165777,-0.013446794,0.000003980,-0.000000795,-0.013446760,-0.013443575,-0.013443575,-0.000000000,-0.004496327,-0.002823754,0.003198592,-0.004121490,-0.004121490,-0.000000000,0.000000000
250,1782712627.039225578,0.099853992,-0.004121490,0.005960402,0.086081539,-0.001436475,-0.027044461,-0.000498625,-0.006891726,0.010092270,-0.000000013,-0.000010354,0.010092259,0.010081892,0.010081892,0.000000000,-0.004496340,-0.002834108,0.013290850,0.005960402,0.005960402,0.000000000,0.000000000
251,1782712627.140203953,0.100978374,0.005960402,-0.004803139,-0.061898129,0.078016596,-0.002858742,0.003697161,0.010200696,-0.010747503,-0.000005034,-0.000011020,-0.010747487,-0.010763541,-0.010763541,-0.000000000,-0.004501374,-0.002845128,0.002543363,-0.004803139,-0.004803139,-0.000000000,0.000000000
