accepted_step,timestamp,dt_from_previous_s,previous_world_z,current_world_z,previous_roll_deg,previous_pitch_deg,previous_yaw_deg,local_dx,local_dy,local_dz,pitch_step_m,roll_step_m,local_z_step_m,world_z_step_m,reconstructed_step_m,step_closure_error_m,cumulative_pitch_m,cumulative_roll_m,cumulative_local_z_m,cumulative_world_z_m,cumulative_sum_m,cumulative_closure_error_m,max_abs_step_closure_error_m
1397,1782712747.739578724,0.199986458,1.086611900,1.090286109,2.021603210,0.126370606,-171.588902417,0.238435337,0.006335062,0.003979107,-0.000525889,0.000223477,0.003976621,0.003674210,0.003674210,0.000000000,-0.859756604,-0.017587213,1.967629926,1.090286109,1.090286109,-0.000000000,0.000000000
1398,1782712747.839389563,0.099810839,1.090286109,1.092184510,1.991339952,-0.013757784,-170.841593843,0.129174613,-0.007576959,0.002131958,0.000031017,-0.000263288,0.002130671,0.001898400,0.001898400,-0.000000000,-0.859725587,-0.017850500,1.969760596,1.092184510,1.092184510,-0.000000000,0.000000000
1399,1782712747.939501524,0.100111961,1.092184510,1.093489138,2.055001528,-0.085217780,-170.336065780,0.117962759,-0.002218396,0.001209507,0.000175450,-0.000079549,0.001208728,0.001304629,0.001304629,0.000000000,-0.859550137,-0.017930049,1.970969325,1.093489138,1.093489138,-0.000000000,0.000000000
1400,1782712748.038527966,0.099026442,1.093489138,1.092610335,2.064488512,0.254588566,-169.992166777,0.141012717,-0.007056766,0.000001986,-0.000626575,-0.000254213,0.000001984,-0.000878803,-0.000878803,0.000000000,-0.860176712,-0.018184262,1.970971309,1.092610335,1.092610335,-0.000000000,0.000000000
1401,1782712748.138587236,0.100059271,1.092610335,1.093810962,1.967609111,0.239051793,-170.668886594,0.105476489,-0.015708677,0.002181349,-0.000440072,-0.000539345,0.002180044,0.001200627,0.001200627,0.000000000,-0.860616784,-0.018723607,1.973151353,1.093810962,1.093810962,-0.000000000,0.000000000
1402,1782712748.239032030,0.100444794,1.093810962,1.097990549,1.766915496,0.517583212,-172.193646181,0.132315656,-0.017885347,0.005929357,-0.001195261,-0.000551447,0.005926296,0.004179587,0.004179587,0.000000000,-0.861812046,-0.019275054,1.979077648,1.097990549,1.097990549,-0.000000000,0.000000000
1403,1782712748.339452028,0.100419998,1.097990549,1.095871619,2.014218473,0.364968275,-173.541614924,0.140311635,0.003753428,-0.001357952,-0.000893765,0.000131921,-0.001357086,-0.002118930,-0.002118930,0.000000000,-0.862705810,-0.019143133,1.977720563,1.095871619,1.095871619,-0.000000000,0.000000000
1404,1782712748.438517094,0.099065065,1.095871619,1.095917633,2.139661708,-0.023205878,-173.229847677,0.114022364,-0.005978969,0.000223216,0.000046181,-0.000223228,0.000223061,0.000046014,0.000046014,-0.000000000,-0.862659629,-0.019366361,1.977943623,1.095917633,1.095917633,-0.000000000,0.000000000
1405,1782712748.539211273,0.100694180,1.095917633,1.107029853,2.128031309,-0.007990354,-172.828447867,0.127495316,0.000530084,0.011082399,0.000017780,0.000019683,0.011074756,0.011112220,0.011112220,-0.000000000,-0.862641849,-0.019346677,1.989018379,1.107029853,1.107029853,-0.000000000,0.000000000
1406,1782712748.639522314,0.100311041,1.107029853,1.109883320,2.040085583,-0.005791071,-172.168478427,0.118324989,-0.000553966,0.002863043,0.000011959,-0.000019720,0.002861228,0.002853467,0.002853467,-0.000000000,-0.862629889,-0.019366398,1.991879607,1.109883320,1.109883320,-0.000000000,0.000000000
1407,1782712748.738576412,0.099054098,1.109883320,1.109926370,2.042405968,0.371718140,-171.554027607,0.136974282,-0.001720386,0.000993656,-0.000888643,-0.000061312,0.000993004,0.000043049,0.000043049,0.000000000,-0.863518532,-0.019427710,1.992872611,1.109926370,1.109926370,-0.000000000,0.000000000
1408,1782712748.839469910,0.100893497,1.109926370,1.116051528,2.293006662,0.009657960,-171.301089218,0.127299322,-0.005978478,0.006390931,-0.000021458,-0.000239198,0.006385814,0.006125158,0.006125158,0.000000000,-0.863539990,-0.019666907,1.999258425,1.116051528,1.116051528,-0.000000000,0.000000000
1409,1782712748.938634157,0.099164248,1.116051528,1.113639795,2.421058357,-0.065389915,-171.067679312,0.128429432,0.003343446,-0.002701955,0.000146573,0.000141237,-0.002699541,-0.002411732,-0.002411732,-0.000000000,-0.863393417,-0.019525671,1.996558883,1.113639795,1.113639795,-0.000000000,0.000000000
1410,1782712749.039504528,0.100870371,1.113639795,1.113186638,2.428149653,-0.203880800,-170.403234617,0.130502196,0.004399120,-0.001104908,0.000464377,0.000186374,-0.001103909,-0.000453157,-0.000453157,0.000000000,-0.862929040,-0.019339297,1.995454975,1.113186638,1.113186638,-0.000000000,0.000000000
1411,1782712749.139575243,0.100070715,1.113186638,1.120870756,2.247832085,-0.325806306,-169.793323166,0.131412913,-0.008986124,0.007295036,0.000747261,-0.000352448,0.007289304,0.007684118,0.007684118,-0.000000000,-0.862181779,-0.019691745,2.002744279,1.120870756,1.120870756,-0.000000000,0.000000000
1412,1782712749.240041494,0.100466251,1.120870756,1.116144650,2.141104880,0.044023919,-169.598920838,0.136289108,-0.009026861,-0.004287131,-0.000104719,-0.000337249,-0.004284137,-0.004726106,-0.004726106,-0.000000000,-0.862286498,-0.020028994,1.998460142,1.116144650,1.116144650,-0.000000000,0.000000000
1413,1782712749.338642597,0.098601103,1.116144650,1.119641547,2.067057045,-0.063171813,-169.851061731,0.126119920,-0.022498888,0.004172074,0.000139054,-0.000811515,0.004169357,0.003496897,0.003496897,0.000000000,-0.862147444,-0.020840508,2.002629499,1.119641547,1.119641547,-0.000000000,0.000000000
1414,1782712749.439066172,0.100423574,1.119641547,1.114661724,2.114611425,-0.175074592,-171.406202645,0.137781985,-0.009870940,-0.005040067,0.000421010,-0.000364222,-0.005036611,-0.004979823,-0.004979823,-0.000000000,-0.861726434,-0.021204730,1.997592889,1.114661724,1.114661724,-0.000000000,0.000000000
1415,1782712749.639061928,0.199995756,1.114661724,1.111396687,2.188787160,0.084368163,-172.929262031,0.266572087,-0.035608781,-0.001513637,-0.000392528,-0.001359978,-0.001512531,-0.003265037,-0.003265037,0.000000000,-0.862118962,-0.022564708,1.996080358,1.111396687,1.111396687,-0.000000000,0.000000000
1416,1782712749.739003897,0.099941969,1.111396687,1.117891455,2.205905338,0.196851520,-175.615713101,0.123389082,-0.007095743,0.007197191,-0.000423928,-0.000273119,0.007191815,0.006494767,0.006494767,0.000000000,-0.862542890,-0.022837827,2.003272173,1.117891455,1.117891455,-0.000000000,0.000000000
1417,1782712749.839604139,0.100600243,1.117891455,1.123522977,2.363646742,0.051850334,-175.156571857,0.144069591,0.011063329,0.005310149,-0.000130377,0.000456271,0.005305629,0.005631522,0.005631522,0.000000000,-0.862673267,-0.022381557,2.008577802,1.123522977,1.123522977,-0.000000000,0.000000000
1418,1782712750.038989067,0.199384928,1.123522977,1.122932734,2.617077910,0.068080527,-175.029953643,0.262065965,0.004550086,-0.000487117,-0.000311394,0.000207760,-0.000486609,-0.000590243,-0.000590243,0.000000000,-0.862984662,-0.022173797,2.008091193,1.122932734,1.122932734,-0.000000000,0.000000000
1419,1782712750.139253616,0.100264549,1.122932734,1.129659018,2.567999307,-0.319699602,-173.701133468,0.126837321,-0.005756036,0.006282861,0.000707725,-0.000257895,0.006276454,0.006726283,0.006726283,0.000000000,-0.862276937,-0.022431692,2.014367647,1.129659018,1.129659018,-0.000000000,0.000000000
1420,1782712750.239055157,0.099801540,1.129659018,1.134604818,2.187772868,-0.087288776,-173.083283665,0.134264871,-0.000423415,0.004760891,0.000204549,-0.000016164,0.004757415,0.004945801,0.004945801,0.000000000,-0.862072388,-0.022447856,2.019125062,1.134604818,1.134604818,-0.000000000,0.000000000
1421,1782712750.440222263,0.201167107,1.134604818,1.130191069,2.363645990,0.272606350,-172.641332167,0.278502872,-0.006047163,-0.002841728,-0.001325078,-0.000249392,-0.002839279,-0.004413749,-0.004413749,0.000000000,-0.863397466,-0.022697248,2.016285783,1.130191069,1.130191069,-0.000000000,0.000000000
1422,1782712750.539353132,0.099130869,1.130191069,1.136562857,2.418478299,0.468946693,-172.100078396,0.122446554,0.005061981,0.007166986,-0.001002173,0.000213598,0.007160363,0.006371788,0.006371788,0.000000000,-0.864399638,-0.022483651,2.023446146,1.136562857,1.136562857,-0.000000000,0.000000000
1423,1782712750.639176130,0.099822998,1.136562857,1.136604759,2.259725528,0.289991874,-171.602889910,0.135055436,-0.011553386,0.001181929,-0.000683555,-0.000455538,0.001180995,0.000041902,0.000041902,-0.000000000,-0.865083193,-0.022939188,2.024627140,1.136604759,1.136604759,-0.000000000,0.000000000
1424,1782712750.739228010,0.100051880,1.136604759,1.141506322,2.239317609,0.318272109,-171.614425134,0.129120570,-0.011147320,0.006059089,-0.000717248,-0.000435558,0.006054369,0.004901563,0.004901563,-0.000000000,-0.865800441,-0.023374746,2.030681509,1.141506322,1.141506322,-0.000000000,0.000000000
1425,1782712750.839049339,0.099821329,1.141506322,1.139533440,2.546684919,0.093612647,-172.367996597,0.142012005,-0.001546771,-0.001673783,-0.000232026,-0.000068728,-0.001672128,-0.001972882,-0.001972882,-0.000000000,-0.866032467,-0.023443475,2.029009381,1.139533440,1.139533440,-0.000000000,0.000000000
1426,1782712750.939336061,0.100286722,1.139533440,1.146507355,2.759794949,0.119485557,-171.879346597,0.120292069,-0.005355435,0.007491337,-0.000250859,-0.000257858,0.007482632,0.006973916,0.006973916,0.000000000,-0.866283326,-0.023701332,2.036492013,1.146507355,1.146507355,-0.000000000,0.000000000
1427,1782712751.039517164,0.100181103,1.146507355,1.134359847,2.646717583,0.201674830,-171.315809362,0.143031484,0.004870147,-0.011881692,-0.000503454,0.000224890,-0.011868944,-0.012147508,-0.012147508,-0.000000000,-0.866786780,-0.023476442,2.024623070,1.134359847,1.134359847,-0.000000000,0.000000000
1428,1782712751.139207125,0.099689960,1.134359847,1.148636445,2.769318052,0.104922387,-170.628346395,0.119258144,-0.000364838,0.014529607,-0.000218390,-0.000017627,0.014512615,0.014276597,0.014276597,0.000000000,-0.867005170,-0.023494070,2.039135684,1.148636445,1.148636445,-0.000000000,0.000000000
1429,1782712751.239197493,0.099990368,1.148636445,1.149897435,2.601703308,0.329252076,-169.884124137,0.142323237,-0.003422590,0.002236551,-0.000817861,-0.000155358,0.002234209,0.001260990,0.001260990,0.000000000,-0.867823031,-0.023649428,2.041369893,1.149897435,1.149897435,-0.000000000,0.000000000
1430,1782712751.339382887,0.100185394,1.149897435,1.146494283,2.783444300,0.136231757,-169.776332021,0.133579063,-0.023426423,-0.001950238,-0.000317610,-0.001137611,-0.001947931,-0.003403152,-0.003403152,0.000000000,-0.868140640,-0.024787039,2.039421962,1.146494283,1.146494283,-0.000000000,0.000000000
1431,1782712751.439399481,0.100016594,1.146494283,1.153739395,2.826396390,0.418790568,-170.397856923,0.128924535,-0.026941837,0.009527757,-0.000942336,-0.001328464,0.009515913,0.007245112,0.007245112,0.000000000,-0.869082977,-0.026115503,2.048937875,1.153739395,1.153739395,-0.000000000,0.000000000
1432,1782712751.539199114,0.099799633,1.153739395,1.153017900,3.102720880,0.648438502,-173.282518945,0.138007267,-0.029238115,0.002426513,-0.001561848,-0.001582448,0.002422801,-0.000721495,-0.000721495,0.000000000,-0.870644825,-0.027697951,2.051360676,1.153017900,1.153017900,-0.000000000,0.000000000
1433,1782712751.638974667,0.099775553,1.153017900,1.149706846,2.801742310,0.522593548,-175.586463616,0.137219180,-0.012929572,-0.001429294,-0.001251556,-0.000631973,-0.001427526,-0.003311055,-0.003311055,0.000000000,-0.871896381,-0.028329924,2.049933150,1.149706846,1.149706846,-0.000000000,0.000000000
1434,1782712751.739218950,0.100244284,1.149706846,1.150708713,2.459241152,0.581587255,-177.377920736,0.129422441,-0.001123242,0.002366057,-0.001313694,-0.000048194,0.002363756,0.001001867,0.001001867,-0.000000000,-0.873210075,-0.028378118,2.052296906,1.150708713,1.150708713,-0.000000000,0.000000000
1435,1782712751.839117765,0.099898815,1.150708713,1.148991360,2.568212765,0.531620640,-177.302611963,0.140436735,0.002533150,-0.000528381,-0.001303028,0.000113502,-0.000527827,-0.001717353,-0.001717353,-0.000000000,-0.874513103,-0.028264616,2.051769079,1.148991360,1.148991360,-0.000000000,0.000000000
1436,1782712751.940724373,0.101606607,1.148991360,1.156887592,2.529805930,0.593291225,-176.871046629,0.125023760,-0.004542941,0.009400992,-0.001294584,-0.000200511,0.009391326,0.007896232,0.007896232,0.000000000,-0.875807687,-0.028465126,2.061160405,1.156887592,1.156887592,-0.000000000,0.000000000
1437,1782712752.039875031,0.099150658,1.156887592,1.156874371,2.603902884,0.631844360,-176.517489067,0.126286434,0.003903435,0.001203396,-0.001392629,0.000177326,0.001202081,-0.000013222,-0.000013222,-0.000000000,-0.877200316,-0.028287800,2.062362486,1.156874371,1.156874371,-0.000000000,0.000000000
1438,1782712752.139409542,0.099534512,1.156874371,1.149760002,2.463600225,0.670566666,-175.775590672,0.156188451,0.000181006,-0.005299485,-0.001827925,0.000007780,-0.005294224,-0.007114369,-0.007114369,0.000000000,-0.879028240,-0.028280020,2.057068262,1.149760002,1.149760002,-0.000000000,0.000000000
1439,1782712752.239371538,0.099961996,1.149760002,1.152920989,2.407669869,0.669497339,-174.930373650,0.122023405,-0.000632169,0.004617736,-0.001425803,-0.000026555,0.004613345,0.003160987,0.003160987,-0.000000000,-0.880454043,-0.028306575,2.061681607,1.152920989,1.152920989,-0.000000000,0.000000000
1440,1782712752.339972258,0.100600719,1.152920989,1.148194572,2.605138759,0.737322000,-174.441831076,0.142877400,0.000062513,-0.002893893,-0.001838595,0.000002841,-0.002890663,-0.004726417,-0.004726417,0.000000000,-0.882292638,-0.028303734,2.058790944,1.148194572,1.148194572,-0.000000000,0.000000000
1441,1782712752.438680410,0.098708153,1.148194572,1.159590039,2.735860104,0.851570833,-173.863081046,0.126473822,0.002443805,0.013174978,-0.001879675,0.000116634,0.013158508,0.011395467,0.011395467,0.000000000,-0.884172314,-0.028187100,2.071949452,1.159590039,1.159590039,-0.000000000,0.000000000
1442,1782712752.539474487,0.100794077,1.159590039,1.155533326,2.706449172,0.898684843,-173.384074330,0.154373058,-0.001631481,-0.001560374,-0.002421244,-0.000077027,-0.001558442,-0.004056713,-0.004056713,-0.000000000,-0.886593557,-0.028264127,2.070391010,1.155533326,1.155533326,-0.000000000,0.000000000
1443,1782712752.639342785,0.099868298,1.155533326,1.159537653,2.863417397,0.622124253,-172.727671602,0.116936602,-0.001945709,0.005378237,-0.001269686,-0.000097193,0.005371206,0.004004327,0.004004327,0.000000000,-0.887863243,-0.028361320,2.075762216,1.159537653,1.159537653,-0.000000000,0.000000000
1444,1782712752.739382982,0.100040197,1.159537653,1.158098151,2.644321208,-0.122056616,-172.097584136,0.151160928,0.006908295,-0.002082459,0.000322016,0.000318719,-0.002080236,-0.001439502,-0.001439502,0.000000000,-0.887541227,-0.028042601,2.073681980,1.158098151,1.158098151,-0.000000000,0.000000000
1445,1782712752.839363575,0.099980593,1.158098151,1.161989867,2.786205941,-0.212862993,-171.554084095,0.135367425,-0.001860062,0.003483363,0.000502910,-0.000090416,0.003479221,0.003891716,0.003891716,0.000000000,-0.887038317,-0.028133017,2.077161201,1.161989867,1.161989867,-0.000000000,0.000000000
1446,1782712752.940095425,0.100731850,1.161989867,1.164282215,2.756379012,-0.075196531,-170.712559494,0.151426866,0.003713505,0.001917252,0.000198737,0.000178580,0.001915032,0.002292348,0.002292348,0.000000000,-0.886839580,-0.027954437,2.079076233,1.164282215,1.164282215,-0.000000000,0.000000000
1447,1782712753.039677858,0.099582434,1.164282215,1.160584757,2.428664742,0.596847250,-170.144308731,0.125176811,-0.015342635,-0.001745067,-0.001303937,-0.000650117,-0.001743405,-0.003697459,-0.003697459,0.000000000,-0.888143517,-0.028604554,2.077332827,1.160584757,1.160584757,-0.000000000,0.000000000
1448,1782712753.139682531,0.100004673,1.160584757,1.164384905,2.308527331,0.901143470,-169.946581438,0.146682886,-0.010322123,0.006528904,-0.002306922,-0.000415729,0.006522798,0.003800148,0.003800148,0.000000000,-0.890450439,-0.029020283,2.083855626,1.164384905,1.164384905,-0.000000000,0.000000000
1449,1782712753.238570690,0.098888159,1.164384905,1.169127276,2.454546393,0.858472975,-170.806532141,0.130517715,-0.011465562,0.007196257,-0.001955497,-0.000490978,0.007188848,0.004742372,0.004742372,0.000000000,-0.892405936,-0.029511261,2.091044473,1.169127276,1.169127276,-0.000000000,0.000000000
1450,1782712753.338762999,0.100192308,1.169127276,1.154288413,2.607637884,0.821814382,-171.715080884,0.144657771,-0.011753595,-0.012243302,-0.002074808,-0.000534688,-0.012229366,-0.014838863,-0.014838863,-0.000000000,-0.894480744,-0.030045950,2.078815107,1.154288413,1.154288413,-0.000000000,0.000000000
1451,1782712753.439534426,0.100771427,1.154288413,1.165661392,2.829499232,0.733102292,-172.673741538,0.144150731,-0.001932466,0.013330071,-0.001844365,-0.000095386,0.013312730,0.011372978,0.011372978,0.000000000,-0.896325109,-0.030141336,2.092127837,1.165661392,1.165661392,-0.000000000,0.000000000
1452,1782712753.539552212,0.100017786,1.165661392,1.162552505,2.644339782,0.998873036,-172.460119319,0.127301034,0.003605750,-0.001057297,-0.002219206,0.000166330,-0.001056011,-0.003108887,-0.003108887,-0.000000000,-0.898544315,-0.029975006,2.091071826,1.162552505,1.162552505,-0.000000000,0.000000000
1453,1782712753.639384270,0.099832058,1.162552505,1.154264158,2.574405229,1.147508816,-171.851756714,0.148432046,-0.014653131,-0.004663379,-0.002972570,-0.000658039,-0.004657738,-0.008288347,-0.008288347,0.000000000,-0.901516885,-0.030633045,2.086414088,1.154264158,1.154264158,-0.000000000,0.000000000
1454,1782712753.738643885,0.099259615,1.154264158,1.155883193,2.863525451,1.271240492,-171.428459336,0.141172519,0.010192870,0.004248287,-0.003131985,0.000509081,0.004241938,0.001619035,0.001619035,0.000000000,-0.904648869,-0.030123964,2.090656026,1.155883193,1.155883193,-0.000000000,0.000000000
1455,1782712753.838842869,0.100198984,1.155883193,1.163338168,2.653819697,0.776339907,-171.138606478,0.140068913,-0.005917916,0.009638009,-0.001897832,-0.000273982,0.009626788,0.007454974,0.007454974,-0.000000000,-0.906546701,-0.030397946,2.100282815,1.163338168,1.163338168,-0.000000000,0.000000000
1456,1782712753.939624310,0.100781441,1.163338168,1.165199480,2.703749393,0.295191417,-170.800374714,0.136378223,-0.013176248,0.003189070,-0.000702626,-0.000621539,0.003185477,0.001861312,0.001861312,0.000000000,-0.907249327,-0.031019485,2.103468292,1.165199480,1.165199480,-0.000000000,0.000000000
1457,1782712754.038913012,0.099288702,1.165199480,1.165095894,2.591091512,0.003999494,-170.851196191,0.109280426,-0.024190141,0.000998644,-0.000007628,-0.001093580,0.000997623,-0.000103585,-0.000103585,0.000000000,-0.907256956,-0.032113065,2.104465915,1.165095894,1.165095894,-0.000000000,0.000000000
1458,1782712754.239212513,0.200299501,1.165095894,1.162180181,2.631441945,-0.183905590,-172.201246825,0.317768021,0.012193122,-0.004500236,0.001019957,0.000559798,-0.004495467,-0.002915713,-0.002915713,0.000000000,-0.906236999,-0.031553267,2.099970448,1.162180181,1.162180181,-0.000000000,0.000000000
1459,1782712754.440112352,0.200899839,1.162180181,1.166317603,3.131342143,0.207736965,-171.363986974,0.279706325,-0.000783070,0.005202125,-0.001014127,-0.000042775,0.005194323,0.004137421,0.004137421,-0.000000000,-0.907251126,-0.031596042,2.105164771,1.166317603,1.166317603,-0.000000000,0.000000000
1460,1782712754.539155722,0.099043369,1.166317603,1.166004276,2.279589153,0.401286451,-170.139588101,0.145050011,-0.003270263,0.000833316,-0.001015889,-0.000130074,0.000832636,-0.000313327,-0.000313327,0.000000000,-0.908267015,-0.031726116,2.105997407,1.166004276,1.166004276,-0.000000000,0.000000000
1461,1782712754.638589621,0.099433899,1.166004276,1.169429286,2.169589137,0.352094095,-169.908561903,0.136756039,-0.016852200,0.004906977,-0.000840388,-0.000637969,0.004903367,0.003425010,0.003425010,-0.000000000,-0.909107403,-0.032364085,2.110900774,1.169429286,1.169429286,-0.000000000,0.000000000
1462,1782712754.839377403,0.200787783,1.169429286,1.173120169,2.529022459,0.036723956,-170.606857812,0.282238770,-0.041487667,0.005708008,-0.000180902,-0.001830661,0.005702447,0.003690884,0.003690884,0.000000000,-0.909288305,-0.034194746,2.116603221,1.173120169,1.173120169,-0.000000000,0.000000000
1463,1782712755.039436579,0.200059175,1.173120169,1.174816683,2.216027102,0.070058215,-174.623602317,0.266227645,0.000315014,0.002011367,-0.000325529,0.000012181,0.002009861,0.001696513,0.001696513,-0.000000000,-0.909613834,-0.034182566,2.118613082,1.174816683,1.174816683,-0.000000000,0.000000000
1464,1782712755.139472485,0.100035906,1.174816683,1.168187111,2.295379558,0.055696202,-173.214660684,0.142136692,-0.007796012,-0.006184128,-0.000138169,-0.000312240,-0.006179163,-0.006629571,-0.006629571,-0.000000000,-0.909752002,-0.034494805,2.112433919,1.168187111,1.168187111,-0.000000000,0.000000000
1465,1782712755.339371204,0.199898720,1.168187111,1.172143870,2.394155721,-0.072023843,-172.675402982,0.271095893,0.006688943,0.003339473,0.000340782,0.000279422,0.003336555,0.003956759,0.003956759,0.000000000,-0.909411220,-0.034215383,2.115770474,1.172143870,1.172143870,-0.000000000,0.000000000
1466,1782712755.439164162,0.099792957,1.172143870,1.175215743,2.367937958,-0.289085479,-171.342452010,0.150922734,0.001531446,0.002249072,0.000761476,0.000063273,0.002247123,0.003071873,0.003071873,0.000000000,-0.908649744,-0.034152110,2.118017597,1.175215743,1.175215743,-0.000000000,0.000000000
1467,1782712755.539119720,0.099955559,1.175215743,1.180530485,2.411998260,0.069571984,-170.687734668,0.130644708,-0.003567958,0.005628526,-0.000158637,-0.000150157,0.005623536,0.005314742,0.005314742,0.000000000,-0.908808381,-0.034302267,2.123641133,1.180530485,1.180530485,-0.000000000,0.000000000
1468,1782712755.639328957,0.100209236,1.180530485,1.178852844,2.403068307,0.253013014,-170.077115446,0.136289960,-0.002062726,-0.000990191,-0.000601842,-0.000086488,-0.000989311,-0.001677641,-0.001677641,0.000000000,-0.909410223,-0.034388754,2.122651822,1.178852844,1.178852844,-0.000000000,0.000000000
1469,1782712755.738689423,0.099360466,1.178852844,1.189235787,2.179190606,0.274405607,-169.423026208,0.124101315,0.001941357,0.010911494,-0.000594354,0.000073819,0.010903478,0.010382943,0.010382943,0.000000000,-0.910004577,-0.034314935,2.133555299,1.189235787,1.189235787,-0.000000000,0.000000000
1470,1782712755.838620663,0.099931240,1.189235787,1.178292380,2.429477302,-0.099556303,-169.278280738,0.154551538,-0.014473210,-0.010607991,0.000268546,-0.000613514,-0.010598440,-0.010943407,-0.010943407,0.000000000,-0.909736030,-0.034928449,2.122956859,1.178292380,1.178292380,-0.000000000,0.000000000
1471,1782712755.939627886,0.101007223,1.178292380,1.185855884,2.190223382,-0.611064600,-169.185295616,0.140981441,0.000953870,0.006028247,0.001503551,0.000036452,0.006023501,0.007563504,0.007563504,-0.000000000,-0.908232479,-0.034891997,2.128980360,1.185855884,1.185855884,-0.000000000,0.000000000
1472,1782712756.139328718,0.199700832,1.185855884,1.184762889,2.092132407,-0.593419713,-169.248912599,0.254137367,-0.014665756,-0.003192013,0.002632086,-0.000535366,-0.003189714,-0.001092995,-0.001092995,0.000000000,-0.905600393,-0.035427363,2.125790646,1.184762889,1.184762889,-0.000000000,0.000000000
1473,1782712756.339407206,0.200078487,1.184762889,1.187983289,2.354264200,-0.079731332,-169.131934951,0.283989006,-0.027166873,0.003944504,0.000395192,-0.001115962,0.003941171,0.003220400,0.003220400,0.000000000,-0.905205201,-0.036543326,2.129731816,1.187983289,1.187983289,-0.000000000,0.000000000
1474,1782712756.539719343,0.200312138,1.187983289,1.173891212,2.267632678,0.095815576,-171.072760246,0.275901147,-0.016033612,-0.013006486,-0.000461389,-0.000634406,-0.012996282,-0.014092077,-0.014092077,0.000000000,-0.905666590,-0.037177732,2.116735534,1.173891212,1.173891212,-0.000000000,0.000000000
1475,1782712756.639693975,0.099974632,1.173891212,1.195145408,2.674208553,0.239105237,-170.801417520,0.124315697,0.006223736,0.021506216,-0.000518789,0.000290377,0.021482608,0.021254196,0.021254196,-0.000000000,-0.906185379,-0.036887355,2.138218142,1.195145408,1.195145408,-0.000000000,0.000000000
1476,1782712756.839443207,0.199749231,1.195145408,1.186973830,2.495973348,0.363807882,-170.225635471,0.269255730,0.001850787,-0.006548854,-0.001709667,0.000080599,-0.006542509,-0.008171577,-0.008171577,0.000000000,-0.907895046,-0.036806756,2.131675633,1.186973830,1.186973830,-0.000000000,0.000000000
1477,1782712756.938709497,0.099266291,1.186973830,1.191187803,2.028770047,-0.362386559,-169.234652747,0.136412757,-0.001466691,0.003405314,0.000862783,-0.000051922,0.003403111,0.004213973,0.004213973,0.000000000,-0.907032263,-0.036858678,2.135078744,1.191187803,1.191187803,0.000000000,0.000000000
1478,1782712757.038689137,0.099979639,1.191187803,1.199040472,2.012860144,-0.283547493,-168.760532426,0.133878285,0.003792769,0.007061359,0.000662539,0.000133215,0.007056915,0.007852669,0.007852669,0.000000000,-0.906369724,-0.036725463,2.142135659,1.199040472,1.199040472,0.000000000,0.000000000
1479,1782712757.138600826,0.099911690,1.199040472,1.194571297,2.112254677,0.195278366,-168.377797617,0.137563722,-0.006246708,-0.003772673,-0.000468851,-0.000230236,-0.003770088,-0.004469175,-0.004469175,0.000000000,-0.906838575,-0.036955700,2.138365571,1.194571297,1.194571297,0.000000000,0.000000000
1480,1782712757.238735437,0.100134611,1.194571297,1.206415073,2.255769519,0.102024554,-168.000555942,0.140270901,-0.006495428,0.012358811,-0.000249775,-0.000255662,0.012349214,0.011843776,0.011843776,-0.000000000,-0.907088350,-0.037211362,2.150714786,1.206415073,1.206415073,0.000000000,0.000000000
1481,1782712757.338569164,0.099833727,1.206415073,1.191440333,2.020357341,-0.409527563,-167.801863526,0.144631078,0.001583371,-0.016074719,0.001033757,0.000055820,-0.016064316,-0.014974740,-0.014974740,0.000000000,-0.906054593,-0.037155542,2.134650469,1.191440333,1.191440333,0.000000000,0.000000000
1482,1782712757.438739300,0.100170135,1.191440333,1.211597855,1.587207715,-0.601941103,-167.341557856,0.142163516,-0.009158778,0.018925976,0.001493522,-0.000253670,0.018917670,0.020157522,0.020157522,-0.000000000,-0.904561072,-0.037409212,2.153568139,1.211597855,1.211597855,0.000000000,0.000000000
1483,1782712757.538682461,0.099943161,1.211597855,1.206477394,1.787908166,-0.390099109,-167.102659176,0.143709812,-0.008600158,-0.005833562,0.000978443,-0.000268317,-0.005830587,-0.005120462,-0.005120462,0.000000000,-0.903582629,-0.037677530,2.147737552,1.206477394,1.206477394,0.000000000,0.000000000
1484,1782712757.638629198,0.099946737,1.206477394,1.206966636,1.863840076,-0.404044640,-167.403513260,0.148469892,-0.013719227,-0.000111608,0.001046988,-0.000446199,-0.000111547,0.000489242,0.000489242,0.000000000,-0.902535641,-0.038123728,2.147626006,1.206966636,1.206966636,0.000000000,0.000000000
1485,1782712757.738634586,0.100005388,1.206966636,1.212173060,2.156778089,-0.207601030,-168.616889989,0.139704428,-0.011908744,0.005152086,0.000506193,-0.000448171,0.005148402,0.005206424,0.005206424,-0.000000000,-0.902029448,-0.038571899,2.152774408,1.212173060,1.212173060,0.000000000,0.000000000
1486,1782712757.839402437,0.100767851,1.212173060,1.206549262,2.338577955,0.870731701,-169.687141707,0.138271695,-0.011690904,-0.003048449,-0.002101253,-0.000476987,-0.003045559,-0.005623798,-0.005623798,-0.000000000,-0.904130701,-0.039048886,2.149728849,1.206549262,1.206549262,0.000000000,0.000000000
